"round_corn_yield14"	"corn_yield14_ha"
"0.48"	"0.07284500202347227843"
"1.48"	"0.77296641036017806558"
"1.53"	"0.00000000000000000000"
"1.55"	"1.51355726426547956293"
"1.56"	"101.09267503035208409423"
"1.59"	"67.53136382031566169992"
"1.60"	"2.0477539457709429"
"1.65"	"6.10279239174423310401"
"1.72"	"23.38729259409146099420"
"1.76"	"19.87859166329421293848"
"1.77"	"85.42290570619182517623"
"1.79"	"0.02428166734115742614"
"1.81"	"32.71954674220963177145"
"1.83"	"46.49939295831647122703"
"1.88"	"5.77903682719546742307"
"1.89"	"8.25981384055038441739"
"1.91"	"26.67341157426143255129"
"1.92"	"54.43545123431808981213"
"1.94"	"8.93970052610279239017"
"1.95"	"1.14528530959125859975"
"1.99"	"20.20639417239983807119"
"2.08"	"10.44111695669769325847"
"2.12"	"15.15580736543909347341"
"2.14"	"1.48522865236746256576"
"2.25"	"0.02428166734115742614"
"2.27"	"83.44799676244435441962"
"2.29"	"1.47308781869688385268"
"2.43"	"0.03237555645487656819"
"2.90"	"24.51234318089842176183"
"2.92"	"163.58154593282072047687"
"2.93"	"15.17604208822339133176"
"3.05"	"0.12140833670578713072"
"3.07"	"100.44516390125455280442"
"3.12"	"16.19182517199514362675"
"3.19"	"108.30433023067584003929"
"3.22"	"29.25940914609469856909"
"3.24"	"27.06596519627681108527"
"3.31"	"6.58033184945366247968"
"3.36"	"123.70295426952650727073"
"3.38"	"47.86726021853500633630"
"3.39"	"2.25819506272764063132"
"3.41"	"93.01092675030352079865"
"3.46"	"31.11695669769324164114"
"3.49"	"12.57790368271954666026"
"3.52"	"16.63698907324969651695"
"3.55"	"35.14771347632537431071"
"3.56"	"0.32375556454876568191"
"3.58"	"32.42411978955888306236"
"3.59"	"24.56090651558073661871"
"3.61"	"49.65196276811007675848"
"3.64"	"39.16228247673006874324"
"3.66"	"108.00890327802509120310"
"3.67"	"71.68757588021044099603"
"3.71"	"11.01578308377175232383"
"3.73"	"72.63456090651558085796"
"3.75"	"56.51962768110076890900"
"3.76"	"145.97733711048158649315"
"3.77"	"44.41116956697693247896"
"3.78"	"79.35248887090246869800"
"3.79"	"35.18818292189396988540"
"3.80"	"81.61877782274382833954"
"3.82"	"77.40995548360987456056"
"3.84"	"161.18170781060299498758"
"3.86"	"19.86645082962363412745"
"3.88"	"76.51558073654390937723"
"3.89"	"58.74544718737353295538"
"3.92"	"90.71226224200728441495"
"3.93"	"169.33630109267503045050"
"3.96"	"367.58397409955483667935"
"3.97"	"75.50384459732901656614"
"3.98"	"72.03966005665722379076"
"3.99"	"181.22217725617159053496"
"4.01"	"82.14892755969243226286"
"4.02"	"70.26305139619587222280"
"4.04"	"359.22298664508296202231"
"4.07"	"42.78834479967624461018"
"4.08"	"253.37110481586402258393"
"4.12"	"123.20518008903278031869"
"4.13"	"13.14042897612302722708"
"4.15"	"105.68595710238769746587"
"4.17"	"398.35289356535815457837"
"4.18"	"12.16511533791987051817"
"4.20"	"105.93686766491299071105"
"4.21"	"115.97733711048158615414"
"4.25"	"103.79603399433427735395"
"4.26"	"42.41602590044516388550"
"4.27"	"46.11898016997167143696"
"4.28"	"817.61634965600971206313"
"4.29"	"201.50951031970862005940"
"4.30"	"40.56252529340348037891"
"4.31"	"103.05544314042897601556"
"4.33"	"107.49089437474706595622"
"4.34"	"14.27357345204370694450"
"4.35"	"377.51517604208822348102"
"4.36"	"70.48158640226628893066"
"4.39"	"0.07284500202347227843"
"4.40"	"18.96802913800080928521"
"4.41"	"69.91906110886280859143"
"4.44"	"189.49413193039255374762"
"4.46"	"279.94738972076082549749"
"4.47"	"0.00000000000000000000"
"4.50"	"168.18696883852691188787"
"4.52"	"63.32254148118170773857"
"4.53"	"25.98543099959530558211"
"4.54"	"0.78915418858761634965"
"4.55"	"24.90084985835694066781"
"4.59"	"128.13031161473087823039"
"4.61"	"45.05868069607446362138"
"4.64"	"196.36584378794010510721"
"4.65"	"41.06434641845406715333"
"4.68"	"178.27600161877782276402"
"4.70"	"231.10481586402266250842"
"4.72"	"0.04451639012545528127"
"4.75"	"134.60542290570619178926"
"4.76"	"1.99109672197490889563"
"4.78"	"0.44921084581141238365"
"4.79"	"6.83933630109267498863"
"4.80"	"26.80696074463779848701"
"4.83"	"131.26669364629704578421"
"4.86"	"41.86159449615540285320"
"4.88"	"82.96641036017806559210"
"4.92"	"0.36017806556050182113"
"4.94"	"288.51072440307567809037"
"4.95"	"92.24200728450020268223"
"4.96"	"31.18980169971671391575"
"4.97"	"116.49534601375961143517"
"5.01"	"80.69607446377984618719"
"5.02"	"17.87940105220558472647"
"5.05"	"2.07203561311210036422"
"5.06"	"599.80979360582760038697"
"5.08"	"31.38405503844597323995"
"5.10"	"101.70781060299473888911"
"5.12"	"65.94496155402670981870"
"5.13"	"13.54917037636584383698"
"5.15"	"16.14730878186968838375"
"5.18"	"167.94415216511533805748"
"5.19"	"335.78713071630918630272"
"5.20"	"161.75232699312019441830"
"5.24"	"103.72723593686766465975"
"5.25"	"16.56414407122622417004"
"5.27"	"24.64184540671792799966"
"5.28"	"0.00404694455685957102"
"5.29"	"180.35208417644678262753"
"5.32"	"102.01942533387292597089"
"5.33"	"77.92796438688789968903"
"5.34"	"49.42938081748280048600"
"5.36"	"125.48360987454471908622"
"5.37"	"123.25779036827195468231"
"5.39"	"258.18696883852691221662"
"5.41"	"169.87049777418049398582"
"5.42"	"38.24362606232294626853"
"5.43"	"280.09712666936462973464"
"5.45"	"35.13961958721165513694"
"5.48"	"19.61149332254148114888"
"5.49"	"209.90287333063537004795"
"5.50"	"157.87940105220558471770"
"5.51"	"106.15135572642654819663"
"5.52"	"91.97895588830433005325"
"5.53"	"754.92917847025495761599"
"5.54"	"569.91501416430594806964"
"5.55"	"54.15621205989477937864"
"5.56"	"54.72278429785511934334"
"5.57"	"142.99473897207608266323"
"5.59"	"307.86321327397814665984"
"5.60"	"213.27802509105625252920"
"5.61"	"139.32820720356131094936"
"5.62"	"212.59813840550384476033"
"5.63"	"994.94941319303925561836"
"5.64"	"52.19749089437474698244"
"5.65"	"42.63051396195872113695"
"5.66"	"30.00404694455685947604"
"5.67"	"11.68352893565358151015"
"5.68"	"224.36665317685147737802"
"5.69"	"175.07891541885876184578"
"5.70"	"39.99595305544314037337"
"5.71"	"50.36827195467422101226"
"5.72"	"190.06475111290975348113"
"5.73"	"103.08781869688385250529"
"5.74"	"198.89923108053419661657"
"5.75"	"958.05341966815054610187"
"5.76"	"489.15014164305948915697"
"5.77"	"17.38162687171185748394"
"5.79"	"1347.11452853095912658571"
"5.80"	"70.15378389316066344642"
"5.81"	"656.62080129502225840092"
"5.82"	"155.73856738162687180997"
"5.83"	"315.03844597329016563948"
"5.84"	"594.95750708215297450057"
"5.85"	"207.93605827600161882572"
"5.86"	"115.41076487252124655753"
"5.87"	"404.41926345609065131419"
"5.88"	"541.96681505463375147687"
"5.89"	"858.65641440712262270555"
"5.90"	"613.10400647511129116873"
"5.91"	"1268.44597329016592432162"
"5.92"	"95.04653986240388508719"
"5.93"	"255.29745042492917824085"
"5.94"	"277.55969243221367849358"
"5.95"	"1249.58316471064346435224"
"5.97"	"78.40955078915418871744"
"5.98"	"286.53581545932820738767"
"5.99"	"20.66774585188182916019"
"6.00"	"206.08255766895993543152"
"6.01"	"315.67786321327397841134"
"6.02"	"451.60663698907324933919"
