"fips"	"soy_yield11_ha"	"round_soy_yield11"
"IA005"	"48.69283690813435853121"	"2.84"
"IA005"	"49.27964386887899616672"	"2.56"
"IA005"	"59.89073249696479162028"	"3.26"
"IA005"	"63.86887899635774997471"	"2.14"
"IA005"	"75.73452043707001212637"	"1.61"
"IA005"	"79.73694860380412789369"	"3.33"
"IA005"	"104.73492513152569826682"	"2.24"
"IA005"	"115.08700930797248068437"	"3.22"
"IA005"	"148.83043302306758421686"	"2.73"
"IA005"	"158.00080938891137180955"	"2.80"
"IA005"	"191.10886280857952276465"	"3.50"
"IA005"	"297.68110076891946591934"	"3.75"
"IA005"	"321.46499392958316448591"	"3.61"
"IA005"	"352.15702144880615162087"	"4.03"
"IA005"	"385.56050182112505096781"	"3.82"
"IA005"	"1217.17927964386887868610"	"3.40"
"IA005"	"1323.19708619991906150934"	"3.92"
"IA005"	"2203.48441926345609174609"	"3.68"
"IA005"	"2331.11695669769324079852"	"3.57"
"IA005"	"24325.43099959530554387521"	""
"IA007"	"0.00000000000000000000"	"2.58"
"IA007"	"0.00000000000000000000"	"2.82"
"IA007"	"0.00404694455685957102"	"1.41"
"IA007"	"0.00404694455685957102"	"2.43"
"IA007"	"0.00809388911371914204"	"3.79"
"IA007"	"0.02428166734115742614"	"0.61"
"IA007"	"0.04046944556859571024"	"3.18"
"IA007"	"0.04046944556859571024"	"3.37"
"IA007"	"0.06475111290975313639"	"2.32"
"IA007"	"0.06475111290975313639"	"3.09"
"IA007"	"0.07284500202347227843"	"1.81"
"IA007"	"0.07284500202347227843"	"2.02"
"IA007"	"0.08093889113719142048"	"2.88"
"IA007"	"0.12950222581950627277"	"3.25"
"IA007"	"0.16997167138810198300"	"2.28"
"IA007"	"0.19830028328611898017"	"1.93"
"IA007"	"0.24686361796843383246"	"2.53"
"IA007"	"0.34803723188992310805"	"1.91"
"IA007"	"0.40874140024281667341"	"2.78"
"IA007"	"0.45325779036827195467"	"3.16"
"IA007"	"0.58276001618777822746"	"2.27"
"IA007"	"1.11695669769324160259"	"3.51"
"IA007"	"1.76042088223391339538"	"2.12"
"IA007"	"10.80534196681505452242"	"1.68"
"IA007"	"12.83690813435855927680"	"2.14"
"IA007"	"20.41683528935653577629"	"4.00"
"IA007"	"23.73128288142452457474"	"3.22"
"IA007"	"30.82557668959935251703"	"3.33"
"IA007"	"38.92755969243221351476"	"2.61"
"IA007"	"40.12950222581950635976"	"3.59"
"IA007"	"45.52407932011331436165"	"1.59"
"IA007"	"46.89599352488870899669"	"2.06"
"IA007"	"49.85026305139619593142"	"3.48"
"IA007"	"50.98340752731687582709"	"4.35"
"IA007"	"66.11088628085795244425"	"3.13"
"IA007"	"74.34641845406717933052"	"2.00"
"IA007"	"80.12545528126264674553"	"3.39"
"IA007"	"81.94658033184945350160"	"1.80"
"IA007"	"105.41481181707810600626"	"1.94"
"IA007"	"122.91784702549575043380"	"1.88"
"IA007"	"172.15297450424929212768"	"2.90"
"IA007"	"183.16875758802104391077"	"3.94"
"IA007"	"186.62080129502225796912"	"2.93"
"IA007"	"221.20194253338729234329"	"2.67"
"IA007"	"279.67219749089437450851"	"2.46"
"IA007"	"299.10157830837717549758"	"3.54"
"IA007"	"324.23715095103197069759"	"3.80"
"IA007"	"340.50586806960744589249"	"2.72"
"IA007"	"344.16430594900849898290"	"4.09"
"IA007"	"348.37717523269931189656"	"2.87"
"IA007"	"353.83650343990287336192"	"2.81"
"IA007"	"444.77134763253743412831"	"3.28"
"IA007"	"528.14245244840145686066"	"3.74"
"IA007"	"542.90570619182517217720"	"2.41"
"IA007"	"950.35613112100364208617"	"3.68"
"IA007"	"993.36705787130716353761"	"2.35"
"IA007"	"2516.71388101983002835459"	"2.20"
"IA007"	"3513.39538648320517937208"	"3.07"
"IA007"	"5478.50667745851881901035"	"3.01"
"IA007"	"15182.48887090246863425706"	""
"IA009"	"0.00404694455685957102"	"3.38"
"IA009"	"0.00404694455685957102"	"3.48"
"IA009"	"0.00809388911371914205"	"2.64"
"IA009"	"0.01214083367057871307"	"2.60"
"IA009"	"0.01618777822743828410"	"3.24"
"IA009"	"0.02832861189801699717"	"1.83"
"IA009"	"0.05665722379603399434"	"3.83"
"IA009"	"0.06070416835289356536"	"4.09"
"IA009"	"0.06879805746661270740"	"4.33"
"IA009"	"0.08498583569405099150"	"3.91"
"IA009"	"0.16997167138810198300"	"3.51"
"IA009"	"0.21448806151355726426"	"3.54"
"IA009"	"0.29542695265074868474"	"3.33"
"IA009"	"0.31566167543504653986"	"3.76"
"IA009"	"0.44111695669769324160"	"3.81"
"IA009"	"36.79886685552407938854"	"2.33"
"IA009"	"46.90408741400242819708"	"4.11"
"IA009"	"89.26345609065155800032"	"3.45"
"IA009"	"146.89194658033184956282"	"3.37"
"IA009"	"149.00040469445568607854"	"2.45"
"IA009"	"151.42452448401456893313"	"4.30"
"IA009"	"168.44192634560906494834"	"2.04"
"IA009"	"178.19506272764063144239"	"3.11"
"IA009"	"183.56535815459328208645"	"4.37"
"IA009"	"241.65115337919870537698"	"2.37"
"IA009"	"282.86523674625657646993"	"2.96"
"IA009"	"325.26507486847430212060"	"3.59"
"IA009"	"337.87535410764872491957"	"4.22"
"IA009"	"465.01011736139214894627"	"2.52"
"IA009"	"487.88749494131930371129"	"3.26"
"IA009"	"509.02468636179684354303"	"2.67"
"IA009"	"634.23715095103197062082"	"2.70"
"IA009"	"761.15337919870497760947"	"4.52"
"IA009"	"921.69566976932416002345"	"3.78"
"IA009"	"1668.12221772561715938152"	"4.19"
"IA009"	"2226.91218130311614741510"	"3.52"
"IA009"	"2380.37231889923108137419"	"2.85"
"IA009"	"6891.35977337110481566109"	"3.93"
"IA009"	"9532.64265479562929963400"	"3.71"
"IA009"	"11228.08579522460542162478"	"4.04"
"IA009"	"52627.70538243626062327917"	""
"IA011"	"0.00000000000000000000"	"0.58"
"IA011"	"0.00404694455685957102"	"3.00"
"IA011"	"0.00404694455685957102"	"3.52"
"IA011"	"0.00404694455685957102"	"4.03"
"IA011"	"0.00809388911371914205"	"2.92"
"IA011"	"0.01214083367057871307"	"3.75"
"IA011"	"0.01618777822743828409"	"3.33"
"IA011"	"0.02832861189801699717"	"2.34"
"IA011"	"0.05665722379603399433"	"3.44"
"IA011"	"0.08498583569405099150"	"3.23"
"IA011"	"0.12950222581950627276"	"4.31"
"IA011"	"0.18615944961554026710"	"4.42"
"IA011"	"0.19830028328611898017"	"3.95"
"IA011"	"0.22662889518413597734"	"1.88"
"IA011"	"0.63537029542695265075"	"4.14"
"IA011"	"0.93889113719142047754"	"3.61"
"IA011"	"1.12100364225010117362"	"3.57"
"IA011"	"1.77660866046135171307"	"3.96"
"IA011"	"2.62242007284500205229"	"4.45"
"IA011"	"3.12019425333872925512"	"4.22"
"IA011"	"5.77498988263860785026"	"1.27"
"IA011"	"11.36382031566167535407"	"1.89"
"IA011"	"13.29016592472683118856"	"2.43"
"IA011"	"14.87252124645892349146"	"3.08"
"IA011"	"27.98462161068393372282"	"1.50"
"IA011"	"34.57304734925131532448"	"2.62"
"IA011"	"52.93403480372318899783"	"1.39"
"IA011"	"53.55726426547956281279"	"2.81"
"IA011"	"55.52407932011331446823"	"2.12"
"IA011"	"77.80655605018211225672"	"2.97"
"IA011"	"82.72359368676649140952"	"2.00"
"IA011"	"85.54431404289761218883"	"2.54"
"IA011"	"147.18332658842573870788"	"2.66"
"IA011"	"150.27923917442331062611"	"3.16"
"IA011"	"150.64751112909753149396"	"2.85"
"IA011"	"173.20518008903278031566"	"3.85"
"IA011"	"184.32618373128288148168"	"2.51"
"IA011"	"214.16025900445163872052"	"2.08"
"IA011"	"223.58559287737757957817"	"3.04"
"IA011"	"237.48684743019020633149"	"3.47"
"IA011"	"255.88425738567381630388"	"3.28"
"IA011"	"264.76730068798057480876"	"4.20"
"IA011"	"287.86726021853500587771"	"2.20"
"IA011"	"288.20315661675435027504"	"3.24"
"IA011"	"346.80696074463779819029"	"3.78"
"IA011"	"438.40145690004046960106"	"3.51"
"IA011"	"450.76891946580331802082"	"3.39"
"IA011"	"452.53338729259409140832"	"2.74"
"IA011"	"788.50263051396195856552"	"3.58"
"IA011"	"945.69000404694455692630"	"3.35"
"IA011"	"1049.00040469445568667422"	"4.01"
"IA011"	"2130.99554836098745446801"	"4.24"
"IA011"	"2734.18049372723593632838"	"3.66"
"IA011"	"3645.78713071630918538843"	"3.82"
"IA011"	"4278.05746661270740410112"	"3.70"
"IA011"	"6118.00080938891137372627"	"4.12"
"IA011"	"8007.99676244435451259378"	"3.93"
"IA011"	"9788.52691218130311424741"	"3.89"
"IA011"	"12073.62606232294617440525"	"4.08"
"IA011"	"86130.84985835694051239995"	""
"IA013"	"0.01618777822743828409"	"3.85"
"IA013"	"0.02023472278429785511"	"3.89"
"IA013"	"0.02428166734115742614"	"2.08"
"IA013"	"0.02428166734115742614"	"4.14"
"IA013"	"0.03237555645487656819"	"2.20"
"IA013"	"0.03237555645487656819"	"3.77"
"IA013"	"0.04046944556859571024"	"3.71"
"IA013"	"0.04451639012545528126"	"3.08"
"IA013"	"0.05665722379603399433"	"3.97"
"IA013"	"0.05665722379603399433"	"4.13"
"IA013"	"0.08498583569405099150"	"2.15"
"IA013"	"0.08903278025091056253"	"3.58"
"IA013"	"0.09307972480777013355"	"3.66"
"IA013"	"0.14973694860380412789"	"4.05"
"IA013"	"0.16592472683124241198"	"4.04"
"IA013"	"0.19830028328611898017"	"3.41"
"IA013"	"0.24281667341157426143"	"2.22"
"IA013"	"2.1003642250101174"	"3.47"
"IA013"	"5.59287737757992719950"	"2.96"
"IA013"	"6.34156212059894778823"	"4.32"
"IA013"	"8.60380412788344796203"	"1.95"
"IA013"	"15.87616349656009708683"	"3.56"
"IA013"	"19.80574666127074063986"	"4.24"
"IA013"	"30.02023472278429785391"	"1.61"
"IA013"	"34.48401456900040465592"	"2.06"
"IA013"	"38.68069607446377990816"	"1.50"
"IA013"	"38.78591663294212870736"	"1.39"
"IA013"	"48.37312828814245253277"	"3.00"
"IA013"	"64.59732901659247244945"	"3.33"
"IA013"	"97.57588021044111692886"	"2.77"
"IA013"	"114.25333872925940923993"	"2.88"
"IA013"	"122.65479562929987865835"	"3.37"
"IA013"	"136.59651962768110093055"	"2.51"
"IA013"	"161.91420477539457714096"	"3.90"
"IA013"	"190.33184945366248518902"	"2.81"
"IA013"	"213.88101983002832867969"	"3.07"
"IA013"	"246.84743019020639440001"	"1.57"
"IA013"	"266.56819101578308396962"	"3.26"
"IA013"	"344.79562929987859183230"	"3.18"
"IA013"	"386.61675435046539876614"	"2.14"
"IA013"	"466.80696074463779838871"	"2.21"
"IA013"	"516.66531768514771362590"	"3.82"
"IA013"	"788.81019830028328668109"	"3.45"
"IA013"	"838.13435855928773794094"	"4.31"
"IA013"	"895.35410764872521191702"	"2.25"
"IA013"	"958.87494941319303924290"	"3.93"
"IA013"	"1011.12909753136382032014"	"3.15"
"IA013"	"1831.66329421286928289392"	"3.75"
"IA013"	"1894.18858761634965594872"	"3.52"
"IA013"	"2617.93201133144475843452"	"4.01"
"IA013"	"2706.55200323755564516155"	"4.27"
"IA013"	"3311.33549170376365850468"	"4.12"
"IA013"	"3469.17037636584378793104"	"4.20"
"IA013"	"12748.35694050991501409767"	"4.08"
"IA013"	"65444.21286928369081168792"	""
"IA015"	"0.00000000000000000000"	"3.28"
"IA015"	"0.00000000000000000000"	"3.64"
"IA015"	"0.00404694455685957102"	"3.40"
"IA015"	"0.02023472278429785512"	"1.93"
"IA015"	"0.02428166734115742614"	"2.90"
"IA015"	"0.03237555645487656819"	"3.69"
"IA015"	"0.04451639012545528126"	"2.88"
"IA015"	"0.04451639012545528126"	"3.43"
"IA015"	"0.07689194658033184945"	"3.51"
"IA015"	"0.07689194658033184945"	"3.63"
"IA015"	"0.08093889113719142048"	"3.70"
"IA015"	"0.16997167138810198301"	"3.46"
"IA015"	"0.19830028328611898016"	"3.25"
"IA015"	"0.27519222986645082961"	"3.35"
"IA015"	"0.27519222986645082962"	"3.79"
"IA015"	"0.28328611898016997167"	"3.53"
"IA015"	"2.78025091056252529341"	"3.03"
"IA015"	"11.91825171995143663375"	"2.41"
"IA015"	"15.91258599757183327143"	"2.65"
"IA015"	"17.38567381626871712614"	"3.00"
"IA015"	"22.23391339538648313771"	"1.14"
"IA015"	"26.85552407932011336063"	"1.79"
"IA015"	"43.82840955078915402257"	"3.89"
"IA015"	"60.02832861189801696654"	"2.58"
"IA015"	"67.96033994334277620692"	"1.86"
"IA015"	"69.25131525698097933091"	"1.96"
"IA015"	"72.74382840955078917402"	"2.69"
"IA015"	"74.80777013354917028775"	"3.31"
"IA015"	"103.68676649129906922428"	"2.51"
"IA015"	"113.92958316471064340762"	"2.20"
"IA015"	"134.15216511533792018607"	"2.07"
"IA015"	"143.97409955483609906670"	"2.03"
"IA015"	"170.14569000404694506388"	"3.27"
"IA015"	"238.17078106029947397357"	"3.13"
"IA015"	"476.53176851477134758362"	"3.10"
"IA015"	"492.00323755564548785693"	"1.89"
"IA015"	"543.62606232294617519787"	"2.93"
"IA015"	"578.61999190611088636292"	"3.58"
"IA015"	"699.10562525293403437523"	"3.20"
"IA015"	"932.59004451639012514334"	"3.44"
"IA015"	"1052.90975313638203134050"	"2.86"
"IA015"	"1339.53460137596114930780"	"3.72"
"IA015"	"2085.36624848239579112539"	"3.37"
"IA015"	"3018.13031161473087868949"	"3.65"
"IA015"	"4680.61513557264265450609"	"3.75"
"IA015"	"10365.20437070012140807899"	"3.48"
"IA015"	"11854.85228652367462672876"	"3.55"
"IA015"	"69865.41076487252124374298"	""
"IA017"	"0.00809388911371914205"	"3.21"
"IA017"	"0.00809388911371914205"	"3.73"
"IA017"	"0.00809388911371914205"	"3.75"
"IA017"	"0.01214083367057871307"	"2.25"
"IA017"	"0.01618777822743828409"	"4.17"
"IA017"	"0.01618777822743828410"	"3.66"
"IA017"	"0.02428166734115742614"	"1.57"
"IA017"	"0.03642250101173613921"	"2.88"
"IA017"	"0.03642250101173613921"	"3.00"
"IA017"	"0.04046944556859571024"	"2.87"
"IA017"	"0.04046944556859571024"	"3.79"
"IA017"	"0.05261027923917442331"	"2.16"
"IA017"	"0.12545528126264670174"	"3.18"
"IA017"	"0.12950222581950627276"	"4.09"
"IA017"	"0.13759611493322541481"	"4.08"
"IA017"	"0.71630918656414407123"	"3.69"
"IA017"	"2.99878591663294212938"	"3.31"
"IA017"	"3.10805341966815058450"	"1.32"
"IA017"	"5.85997571833265882914"	"1.85"
"IA017"	"12.40793201133144477989"	"1.47"
"IA017"	"18.97207608255766906151"	"2.60"
"IA017"	"22.90570619182517196936"	"2.11"
"IA017"	"23.63415621205989474180"	"1.54"
"IA017"	"24.38284095507891532247"	"2.94"
"IA017"	"29.45366248482395784327"	"1.39"
"IA017"	"32.74382840955078930811"	"2.67"
"IA017"	"37.54755159854309994102"	"2.98"
"IA017"	"57.01740186159449638024"	"3.43"
"IA017"	"135.68191015783083754988"	"2.79"
"IA017"	"169.44556859571023872310"	"3.88"
"IA017"	"203.00687980574666108144"	"4.41"
"IA017"	"244.38688789963577490369"	"2.15"
"IA017"	"311.14933225414811858881"	"4.26"
"IA017"	"326.92836908134358554033"	"3.24"
"IA017"	"348.36098745447187379916"	"3.39"
"IA017"	"430.37231889923108037016"	"3.16"
"IA017"	"544.01861594496155392355"	"3.50"
"IA017"	"546.54390934844192638060"	"4.33"
"IA017"	"556.12302711452853142204"	"2.30"
"IA017"	"737.47065965196276818038"	"3.58"
"IA017"	"843.21327397814649977846"	"2.86"
"IA017"	"1146.34560906515580748785"	"3.77"
"IA017"	"3631.25050586806960750366"	"3.99"
"IA017"	"4558.37717523269931223878"	"4.22"
"IA017"	"5158.28004856333468287165"	"4.07"
"IA017"	"6783.46013759611493276651"	"4.14"
"IA017"	"53229.66815054633751118181"	""
"IA019"	"0.00000000000000000000"	"2.14"
"IA019"	"0.00000000000000000000"	"3.95"
"IA019"	"0.00809388911371914204"	"2.25"
"IA019"	"0.02832861189801699717"	"3.93"
"IA019"	"0.03237555645487656819"	"3.82"
"IA019"	"0.04046944556859571024"	"3.39"
"IA019"	"0.09307972480777013355"	"4.49"
"IA019"	"0.09712666936462970458"	"3.75"
"IA019"	"0.11736139214892755969"	"3.35"
"IA019"	"0.16592472683124241198"	"3.26"
"IA019"	"0.27114528530959125860"	"3.18"
"IA019"	"7.71347632537434239377"	"2.04"
"IA019"	"8.06151355726426543152"	"2.67"
"IA019"	"23.29421286928369088608"	"1.48"
"IA019"	"25.22460542290570625618"	"2.85"
"IA019"	"28.72116552003237577284"	"3.04"
"IA019"	"29.88668555240793188839"	"1.41"
"IA019"	"30.58680696074463775536"	"1.96"
"IA019"	"33.86483205180089044153"	"3.15"
"IA019"	"37.24807770133549185330"	"3.85"
"IA019"	"39.78146499392958314950"	"4.26"
"IA019"	"51.20194253338729265190"	"1.56"
"IA019"	"55.95710238769728845074"	"3.67"
"IA019"	"58.61594496155402686329"	"4.15"
"IA019"	"84.63375151760420868274"	"2.59"
"IA019"	"88.13840550384459729270"	"1.59"
"IA019"	"96.45487656819101558875"	"1.37"
"IA019"	"101.89801699716713884400"	"4.22"
"IA019"	"118.63213273978146495544"	"2.41"
"IA019"	"131.66734115742614335345"	"3.48"
"IA019"	"161.99109672197490865385"	"2.48"
"IA019"	"166.17159044921084578012"	"3.30"
"IA019"	"276.05422905706191815724"	"2.11"
"IA019"	"284.83609874544718750899"	"2.78"
"IA019"	"317.40995548360987451456"	"2.96"
"IA019"	"339.97976527721570259339"	"2.15"
"IA019"	"383.60987454471873691548"	"3.71"
"IA019"	"655.59287737757992694188"	"3.33"
"IA019"	"1215.07486847430190259130"	"2.22"
"IA019"	"1218.81829218939700476251"	"3.89"
"IA019"	"1600.94293808174828014077"	"3.97"
"IA019"	"1947.15904492108458085875"	"3.08"
"IA019"	"2271.04411169566976864595"	"3.41"
"IA019"	"3035.91663294212869266343"	"4.08"
"IA019"	"16632.91380008093889311263"	"4.04"
"IA019"	"85129.37272359368676375111"	""
"IA021"	"0.00000000000000000000"	"3.77"
"IA021"	"0.00404694455685957102"	"3.17"
"IA021"	"0.00404694455685957102"	"3.34"
"IA021"	"0.01214083367057871307"	"2.86"
"IA021"	"0.01214083367057871307"	"3.53"
"IA021"	"0.02023472278429785512"	"3.28"
"IA021"	"0.02428166734115742614"	"3.62"
"IA021"	"0.03642250101173613921"	"3.49"
"IA021"	"0.04451639012545528126"	"1.96"
"IA021"	"0.07689194658033184945"	"3.59"
"IA021"	"0.07689194658033184945"	"3.84"
"IA021"	"0.31161473087818696883"	"3.65"
"IA021"	"0.45325779036827195468"	"3.55"
"IA021"	"0.46135167948199109672"	"3.67"
"IA021"	"0.64751112909753136382"	"3.73"
"IA021"	"0.67988668555240793201"	"3.44"
"IA021"	"13.10400647511129095780"	"1.09"
"IA021"	"31.59854309995953056552"	"1.69"
"IA021"	"49.22703358963982180923"	"1.13"
"IA021"	"66.55605018211250515622"	"3.61"
"IA021"	"74.48401456900040473708"	"3.25"
"IA021"	"74.54471873735329847457"	"2.49"
"IA021"	"76.83124241197895578741"	"3.85"
"IA021"	"93.67867260218535006034"	"2.32"
"IA021"	"93.68676649129906923168"	"2.82"
"IA021"	"132.33104006475111292928"	"2.39"
"IA021"	"162.43221367867260211543"	"1.79"
"IA021"	"195.00202347227842998021"	"2.88"
"IA021"	"254.26952650748684722494"	"2.92"
"IA021"	"347.03358963982193452058"	"1.89"
"IA021"	"347.60420882233913332832"	"2.65"
"IA021"	"382.44840145690004049367"	"3.58"
"IA021"	"413.09591258599757157546"	"2.75"
"IA021"	"616.64103601780655599059"	"2.59"
"IA021"	"619.81788749494131916870"	"3.15"
"IA021"	"885.28935653581546005680"	"3.02"
"IA021"	"954.46377984621610713947"	"3.08"
"IA021"	"1061.02792391744233196921"	"2.98"
"IA021"	"1308.20720356131121059276"	"2.72"
"IA021"	"1681.56212059894779510819"	"3.18"
"IA021"	"4299.74908943747470742319"	"3.35"
"IA021"	"5744.73087818696883825338"	"3.45"
"IA021"	"8064.24524484014569083265"	"3.32"
"IA021"	"10221.64305949008498777025"	"3.51"
"IA021"	"15951.34358559287737896213"	"3.41"
"IA021"	"72387.81869688385269348653"	""
"IA023"	"0.00404694455685957102"	"3.75"
"IA023"	"0.01618777822743828410"	"2.25"
"IA023"	"12.99473897207608251662"	"1.38"
"IA023"	"59.71671388101982979697"	"1.45"
"IA023"	"60.92675030352084191438"	"2.08"
"IA023"	"77.02954269526507481456"	"2.64"
"IA023"	"84.10764872521246439430"	"3.20"
"IA023"	"92.79643868878996357835"	"2.71"
"IA023"	"93.50870093079724824780"	"3.01"
"IA023"	"128.81424524484014587375"	"3.35"
"IA023"	"129.82598138405503853999"	"2.53"
"IA023"	"136.00566572237960345321"	"3.27"
"IA023"	"143.74342371509510295144"	"2.57"
"IA023"	"259.65600971266693632274"	"3.91"
"IA023"	"267.22379603399433397843"	"3.09"
"IA023"	"283.21327397814649940814"	"4.43"
"IA023"	"323.03925536220153794459"	"3.64"
"IA023"	"347.14285714285714304370"	"3.61"
"IA023"	"348.83043302306758404282"	"2.90"
"IA023"	"407.49898826386078550354"	"2.79"
"IA023"	"409.76527721570214494198"	"2.27"
"IA023"	"512.34318089842169131929"	"2.16"
"IA023"	"513.98219344394981850730"	"2.19"
"IA023"	"527.51112909753136410745"	"3.72"
"IA023"	"579.61554026709834056339"	"3.46"
"IA023"	"673.47227842978551205959"	"4.35"
