"round_soy_yield11"	"soy_yield11_ha"
"0.09"	"0.00000000000000000000"
"0.41"	"0.82962363415621205989"
"0.43"	"1.46904087414002428166"
"0.45"	"0.98340752731687575880"
"0.46"	"11.27883447996762445608"
"0.48"	"1.64710643464184540672"
"0.49"	"66.44273573452043725198"
"0.50"	"0.08903278025091056253"
"0.51"	"26.10279239174423305480"
"0.52"	"23.33468231485228657093"
"0.53"	"82.10845811412383639785"
"0.54"	"9.73290165924726831084"
"0.55"	"51.03197086199919066081"
"0.57"	"25.47146904087413991906"
"0.58"	"61.39619587211655199559"
"0.60"	"6.79077296641036020458"
"0.61"	"9.11776608660461347446"
"0.65"	"0.13759611493322541481"
"0.89"	"33.66653176851477146221"
"0.93"	"15.86402266288951844245"
"0.94"	"104.79967624443545134478"
"0.97"	"6.06232294617563735597"
"0.98"	"25.74666127074059090009"
"0.99"	"34.55685957102387705792"
"1.02"	"33.25779036827195463238"
"1.03"	"33.43585592877377599551"
"1.06"	"0.04046944556859571024"
"1.09"	"13.10400647511129095780"
"1.10"	"6.89194658033184947556"
"1.12"	"45.48360987454471877232"
"1.13"	"49.22703358963982180923"
"1.14"	"71.06029947389720752905"
"1.15"	"67.17523269931201951560"
"1.16"	"63.32254148118170800757"
"1.17"	"55.49979765277215730571"
"1.18"	"10.82557668959935255238"
"1.20"	"99.17442331040064744633"
"1.21"	"142.19749089437474696437"
"1.22"	"84.69040874140024283334"
"1.23"	"22.52934034803723184511"
"1.24"	"48.06151355726426558574"
"1.25"	"184.84823957911776612285"
"1.27"	"83.87292594091460979615"
"1.28"	"52.83286118980169970902"
"1.29"	"34.86847430190206389676"
"1.30"	"302.01133144475920665852"
"1.31"	"136.42654795629299872649"
"1.32"	"80.94293808174828009809"
"1.33"	"14.04694455685957101418"
"1.34"	"69.82193443949817886920"
"1.35"	"125.58478348846620815332"
"1.36"	"15.64953460137596114537"
"1.37"	"186.32537434237150925852"
"1.38"	"241.92229866450829645407"
"1.39"	"164.03075677863213278328"
"1.40"	"1271.27883447996762515608"
"1.41"	"54.89275596924322124252"
"1.42"	"44.91299069202751918220"
"1.43"	"17.20356131121003638450"
"1.44"	"398.70093079724807744822"
"1.45"	"427.97248077701335440856"
"1.46"	"106.74220963172804539940"
"1.47"	"295.39053014973694863072"
"1.48"	"94.52043707001214096095"
"1.49"	"19.57507082152974498128"
"1.50"	"288.82638607851072398793"
"1.51"	"455.74261432618373044584"
"1.52"	"340.76891946580331882121"
"1.53"	"1395.28530959125859997406"
"1.54"	"827.54350465398624050581"
"1.55"	"105.18008903278025098431"
"1.56"	"591.46499392958316484063"
"1.57"	"1019.93120194253338714634"
"1.58"	"609.15014164305949024000"
"1.59"	"703.47632537434237155667"
"1.60"	"191.31525698097936077468"
"1.61"	"1927.63658437879401084664"
"1.62"	"227.54755159854310001719"
"1.63"	"1302.10036422501011809117"
"1.64"	"1475.69405099150141649875"
"1.65"	"2957.46256576284904915872"
"1.66"	"118.94779441521651174430"
"1.68"	"652.88142452448401432710"
"1.69"	"1706.51558073654390986045"
"1.70"	"1377.81464993929583156654"
"1.71"	"281.44071226224200756984"
"1.72"	"1201.70781060299473853039"
"1.73"	"185.70619182517199504243"
"1.74"	"904.06313233508700838577"
"1.75"	"153.91744233104006458491"
"1.76"	"564.69040874140024308022"
"1.77"	"678.79805746661270779524"
"1.78"	"486.66127074059085404504"
"1.79"	"2160.25091056252529275698"
"1.80"	"844.17239983812221748428"
"1.81"	"771.33144475920679906146"
"1.82"	"222.09227033589639832231"
"1.83"	"1678.44192634560906463837"
"1.84"	"3396.37798462161068387112"
"1.85"	"1391.26264670174018576938"
"1.86"	"856.53176851477134795295"
"1.87"	"354.97369486038041252952"
"1.88"	"1328.18696883852691176451"
"1.89"	"2325.19627681100768972080"
"1.90"	"1434.07122622420072832754"
"1.91"	"4367.97652772157021283677"
"1.92"	"801.01578308377175219630"
"1.93"	"459.57102387697288518666"
"1.94"	"4870.71630918656414373855"
"1.95"	"2358.40955078915418887092"
"1.96"	"2306.87171185754755014035"
"1.97"	"3596.80696074463779910099"
"1.98"	"1192.48077701335491700799"
"1.99"	"883.29825981384055031538"
"2.00"	"1999.22298664508296228049"
"2.01"	"454.08336705787130714215"
"2.02"	"2358.96398219344394899077"
"2.03"	"3734.11574261432618354632"
"2.04"	"2008.03723188992310815120"
"2.05"	"2360.42897612302711502353"
"2.06"	"1595.79522460542290477917"
"2.07"	"1958.03318494536624827871"
"2.08"	"5357.35734520437070041972"
"2.09"	"2410.71630918656414423416"
"2.10"	"2190.60704168352893626346"
"2.11"	"2418.78186968838526893399"
"2.12"	"2243.64225010117361379480"
"2.13"	"3169.07729664103601785307"
"2.14"	"1742.46863617968433875665"
"2.15"	"3306.71388101983002940731"
"2.16"	"3891.27478753541076663562"
"2.17"	"747.70133549170376442602"
"2.18"	"1704.59732901659247186708"
"2.19"	"2828.68069607446378055493"
"2.20"	"6087.98462161068393336433"
"2.21"	"2112.34318089842169158604"
"2.22"	"2987.13071630918656503063"
"2.23"	"12866.70983407527316917823"
"2.24"	"1087.09834075273168793904"
"2.25"	"2445.41481181707810514327"
"2.26"	"1621.33144475920679868987"
"2.27"	"9231.44880615135572822785"
"2.28"	"5011.43261837312828768257"
"2.29"	"2517.75394577094293724798"
"2.30"	"3222.20153783893160742573"
"2.31"	"1427.30068798057466644513"
"2.32"	"8279.64386887899635741448"
"2.33"	"622.12464589235127492671"
"2.34"	"5774.64184540671792671048"
"2.35"	"3361.78065560501821253599"
"2.36"	"2353.17280453257790413001"
"2.37"	"1249.24726831242412033816"
"2.38"	"818.09388911371914179780"
"2.39"	"3969.05301497369485904521"
"2.40"	"3868.08174828004856275812"
"2.41"	"3629.60339943342776170013"
"2.42"	"818.78996357749898813994"
"2.43"	"2490.63941723998381232727"
"2.44"	"7871.32335087009308002554"
"2.45"	"4338.21529745042493011474"
"2.46"	"1895.39862403885066748195"
"2.47"	"1343.00687980574666181283"
"2.48"	"712.65479562929987823545"
"2.49"	"2987.81869688385269164017"
"2.50"	"4801.40428976123027096709"
"2.51"	"4537.17927964386887802998"
"2.52"	"2328.02104411169567015975"
"2.53"	"3981.14123836503440009741"
"2.54"	"7827.60420882233913139577"
"2.55"	"4134.90084985835694048687"
"2.56"	"3508.57142857142857256673"
"2.57"	"6146.23634156212059890827"
"2.58"	"1434.76325374342371568579"
"2.59"	"12269.55888304330230708958"
"2.60"	"4403.23350870093079792245"
"2.61"	"3202.82881424524484028423"
"2.62"	"2042.67503035208417576835"
"2.63"	"1052.83286118980169976058"
"2.64"	"9629.63577498988263872145"
"2.65"	"10355.64548765681909968109"
"2.66"	"4033.85673816268717082094"
"2.67"	"3247.60016187778227377417"
"2.68"	"7271.02387697288547141580"
"2.69"	"9061.85350060704168500994"
"2.70"	"7196.46701740186159527074"
"2.71"	"1851.12909753136382051520"
"2.72"	"17966.98097936058275905364"
"2.73"	"5717.94415216511533771112"
"2.74"	"3815.83164710643464156757"
"2.75"	"7387.70133549170376416583"
"2.76"	"5822.75192229866450796036"
"2.77"	"17994.48806151355726495489"
"2.78"	"6747.92796438688790006896"
"2.79"	"5182.91380008093888924600"
"2.80"	"2652.17725617159045040864"
"2.81"	"9203.46013759611493312687"
"2.82"	"11477.51517604208822235853"
"2.83"	"10199.43747470659651734345"
"2.84"	"7922.46863617968433656222"
"2.85"	"15956.47106434641845733718"
"2.86"	"7698.04127883447996800840"
"2.87"	"5135.73856738162687188679"
"2.88"	"4921.73209227033589613363"
"2.89"	"10300.49777418049372702016"
"2.90"	"11593.55726426547956250449"
"2.91"	"6955.71023876972885437160"
"2.92"	"3668.71711857547551616009"
"2.93"	"15247.70942938081748151908"
"2.94"	"8643.88506677458518679763"
"2.95"	"10786.56414407122622345626"
"2.96"	"15401.18170781060299262136"
"2.97"	"15778.25171995143666410689"
"2.98"	"7132.09631728045325705956"
"2.99"	"13668.30837717523270121066"
"3.00"	"14861.40024281667341059076"
"3.01"	"15442.57790368271954806783"
"3.02"	"18723.50870093079724831326"
"3.03"	"5072.85714285714285596320"
"3.04"	"7990.71226224200728497820"
"3.05"	"21807.48684743019020362011"
"3.06"	"6728.34884662080129426322"
"3.07"	"12301.67948199109672070596"
"3.08"	"13163.03925536220153686566"
"3.09"	"19756.30918656414406886605"
"3.10"	"16473.24160259004451802863"
"3.11"	"13423.51274787535410693573"
"3.12"	"9243.47227842978551288982"
"3.13"	"8188.42169162282476847095"
"3.14"	"9460.14973694860380442050"
"3.15"	"14048.28409550789154115706"
"3.16"	"16084.12383650343990370545"
"3.17"	"5409.76527721570214478529"
"3.18"	"32802.37150951031970823198"
"3.19"	"8750.12950222581950655177"
"3.20"	"10833.96195872116552035796"
"3.21"	"8861.87778227438284021198"
"3.22"	"4904.71873735329825797276"
"3.23"	"11988.24362606232294333136"
"3.24"	"22994.65398624038850848109"
"3.25"	"12958.74544718737353269174"
