"round_corn_yield11"	"corn_yield11_ha"
"0.28"	"0.07284500202347227843"
"1.04"	"55.42290570619182501602"
"1.19"	"77.02549575070821520804"
"1.20"	"3.13638203156616754348"
"1.27"	"6.56819101578308377176"
"1.29"	"0.04046944556859571024"
"1.36"	"7.28450020234722784297"
"1.37"	"6.85957102387697289532"
"1.38"	"10.99150141643059495167"
"1.45"	"1.08458114123836503439"
"1.50"	"3.86887899635774988560"
"1.52"	"2.39174423310400643703"
"1.53"	"0.15378389316066369891"
"1.57"	"0.01618777822743828410"
"1.58"	"0.04451639012545528126"
"1.63"	"42.90975313638203149454"
"1.64"	"1.08862808579522460542"
"1.65"	"8.04532577903682714399"
"1.66"	"9.24726831242411982769"
"1.70"	"84.40307567786321317550"
"1.72"	"65.77903682719546749894"
"1.78"	"0.68798057466612707407"
"1.79"	"98.67664912990692037106"
"1.80"	"0.67179279643868878996"
"1.85"	"11.27074059085390530148"
"1.87"	"26.73816268717118580452"
"1.92"	"0.98745447187373532983"
"1.96"	"31.28288142452448398733"
"2.43"	"101.71185754755159832035"
"2.55"	"13.39538648320518009409"
"2.62"	"12.79643868878996356074"
"2.70"	"9.31606636989073253832"
"2.71"	"0.16592472683124241198"
"2.79"	"97.20760825576689624227"
"2.80"	"4.41116956697693243614"
"2.97"	"10.61108862808579522235"
"3.10"	"57.22379603399433418144"
"3.12"	"0.08903278025091056252"
"3.16"	"37.43423715095103173763"
"3.17"	"23.92553622015378388747"
"3.23"	"20.64751112909753149244"
"3.24"	"33.70700121408336697587"
"3.25"	"15.23269931201942538938"
"3.26"	"229.97571833265884274952"
"3.29"	"89.40105220558478351490"
"3.32"	"0.80129502225819506272"
"3.36"	"6.64508296236341562119"
"3.37"	"43.38324564953460132703"
"3.38"	"2.94617563739376766273"
"3.40"	"42.18130311614730896559"
"3.41"	"8.10198300283286115459"
"3.43"	"16.19182517199514361770"
"3.50"	"78.38122217725617152893"
"3.55"	"1.44880615135572642655"
"3.60"	"145.60097126669364680667"
"3.62"	"54.32213678672602191898"
"3.63"	"42.07608255766895982530"
"3.65"	"39.61149332254148104996"
"3.66"	"30.67583974099554831765"
"3.67"	"64.41116956697693237353"
"3.68"	"39.99999999999999987223"
"3.69"	"50.41683528935653577458"
"3.70"	"113.29421286928369106524"
"3.72"	"15.95710238769728854824"
"3.73"	"109.13395386483205174036"
"3.74"	"282.65479562929987859559"
"3.76"	"233.84864427357345235434"
"3.77"	"43.23755564548765697271"
"3.78"	"41.26669364629704572264"
"3.79"	"70.59490084985835687876"
"3.80"	"196.95265074868474308914"
"3.81"	"76.98907324969647919779"
"3.82"	"44.41926345609065163970"
"3.83"	"270.67583974099554830600"
"3.84"	"46.35370295426952642729"
"3.85"	"62.01133144475920675653"
"3.87"	"154.39093484419263460320"
"3.88"	"148.14245244840145699147"
"3.91"	"94.27357345204370692264"
"3.92"	"18.43787940105220552786"
"3.93"	"216.11898016997167145822"
"3.94"	"38.31242411978955878794"
"3.95"	"230.06070416835289395399"
"3.96"	"360.36422501011736139525"
"3.98"	"44.91703763658437883690"
"3.99"	"110.19830028328611906987"
"4.00"	"80.29542695265074863712"
"4.02"	"335.88830433023067588950"
"4.03"	"130.73654390934844179522"
"4.05"	"123.90530149736948606226"
"4.06"	"10.38445973290165922258"
"4.07"	"280.27114528530959163409"
"4.09"	"1172.52934034803723315717"
"4.10"	"108.05341966815054640200"
"4.11"	"237.23188992310805339495"
"4.12"	"790.76891946580331877211"
"4.14"	"62.41197895588830428699"
"4.15"	"130.04046944556859591042"
"4.16"	"1370.76487252124645859014"
"4.17"	"64.37474706596519624316"
"4.18"	"69.31606636989073272431"
"4.19"	"4.75515985430999599166"
"4.20"	"12.96236341562120598633"
"4.21"	"165.33387292594091429897"
"4.22"	"7.83488466208012947742"
"4.23"	"330.97936058276001617610"
"4.24"	"730.53014973694860279764"
"4.25"	"387.15095103197086223256"
"4.26"	"0.70012140833670578713"
"4.27"	"0.31566167543504653986"
"4.29"	"208.20315661675435030066"
"4.30"	"17.83488466208012952263"
"4.31"	"116.86766491299069194951"
"4.32"	"579.68433832456495311367"
"4.33"	"441.81707810602994684776"
"4.34"	"36.60461351679481989198"
"4.36"	"319.63577498988263872938"
"4.37"	"297.58397409955483557260"
"4.38"	"169.30797248077701342592"
"4.39"	"183.34277620396600556827"
"4.41"	"128.08174828004856325446"
"4.42"	"883.57345204370700149175"
"4.43"	"444.59732901659247269936"
"4.44"	"104.05503844597329004614"
"4.45"	"901.48118170781060364189"
"4.46"	"480.76487252124645907201"
"4.47"	"1.81707810602994738971"
"4.48"	"1219.94334277620396601830"
"4.49"	"177.03763658437879421195"
"4.50"	"579.61554026709834126749"
"4.51"	"76.69769324160259001786"
"4.52"	"580.74463779846216095597"
"4.53"	"70.78915418858761628791"
"4.54"	"92.42007284500202339600"
"4.55"	"122.63860785107244025071"
"4.56"	"337.83893160663698910882"
"4.57"	"971.33144475920679873972"
"4.58"	"38.58761634965600980870"
"4.59"	"10.86604613516794822498"
"4.60"	"3420.67583974099554786794"
"4.61"	"21.35572642654795616847"
"4.62"	"245.40267098340752711261"
"4.63"	"553.48441926345609053933"
"4.64"	"293.90934844192634554926"
"4.65"	"403.69081343585592874965"
"4.66"	"235.15985430999595334884"
"4.67"	"1114.05503844597329014047"
"4.68"	"0.00000000000000000000"
"4.69"	"1548.71307163091865518571"
"4.70"	"118.31647106434641848549"
"4.71"	"536.22015378389315995740"
"4.72"	"204.57709429380817473435"
"4.73"	"420.72035613112100390755"
"4.74"	"226.39417239983812237688"
"4.75"	"178.05746661270740591975"
"4.76"	"35.65358154593282059490"
"4.77"	"83.04734925131525693100"
"4.78"	"314.55281262646701732604"
"4.79"	"117.60016187778227443645"
"4.80"	"463.97409955483609880488"
"4.81"	"127.34925131525698126830"
"4.82"	"203.59368676649129903591"
"4.83"	"112.12059894779441525467"
"4.84"	"14.24929178470254952098"
"4.85"	"359.47794415216511518341"
"4.86"	"96.58437879401052205223"
"4.87"	"153.06353702954269531777"
"4.88"	"130.99150141643059514341"
"4.90"	"1104.81181707810602975678"
"4.91"	"961.52974504249291734614"
"4.92"	"193.48846620801295000121"
"4.93"	"467.49089437474706607364"
