"fips"	"soy_yield12_ha"	"round_soy_yield12"
"IA005"	"30.03642250101173632138"	"1.72"
"IA005"	"33.85269121813031173112"	"4.11"
"IA005"	"33.87697288547146910698"	"3.44"
"IA005"	"45.56859571023876969306"	"3.26"
"IA005"	"47.53541076487252128945"	"2.84"
"IA005"	"52.89356535815459346843"	"2.56"
"IA005"	"55.15580736543909352182"	"1.61"
"IA005"	"56.45892351274787546822"	"2.14"
"IA005"	"61.19384864427357350937"	"4.00"
"IA005"	"63.29016592472683117600"	"3.33"
"IA005"	"102.54148118170781060808"	"2.25"
"IA005"	"106.07041683528935663547"	"3.23"
"IA005"	"144.11574261432618390000"	"2.74"
"IA005"	"147.47875354107648730526"	"3.51"
"IA005"	"189.95953055443140428694"	"2.81"
"IA005"	"292.88142452448401435556"	"3.79"
"IA005"	"316.37798462161068403738"	"4.04"
"IA005"	"343.00687980574666144844"	"3.62"
"IA005"	"362.31485228652367459839"	"3.76"
"IA005"	"1178.55119384864427373476"	"3.40"
"IA005"	"1211.80493727235936877152"	"3.93"
"IA005"	"2006.71792796438688835753"	"3.69"
"IA005"	"2248.22339133953864792480"	"3.58"
"IA005"	"24819.88263860785107190291"	""
"IA007"	"0.00000000000000000000"	"1.42"
"IA007"	"0.00000000000000000000"	"2.30"
"IA007"	"0.00404694455685957102"	"1.51"
"IA007"	"0.00404694455685957102"	"1.89"
"IA007"	"0.00809388911371914204"	"2.36"
"IA007"	"0.01214083367057871307"	"1.85"
"IA007"	"0.04046944556859571024"	"2.12"
"IA007"	"0.04451639012545528126"	"0.35"
"IA007"	"0.04451639012545528126"	"2.09"
"IA007"	"0.06879805746661270741"	"1.50"
"IA007"	"0.07284500202347227843"	"1.78"
"IA007"	"0.10926750303520841764"	"1.18"
"IA007"	"0.14973694860380412789"	"2.52"
"IA007"	"0.21044111695669769324"	"2.40"
"IA007"	"0.33184945366248482396"	"1.56"
"IA007"	"0.40874140024281667341"	"2.50"
"IA007"	"0.51800890327802509105"	"2.43"
"IA007"	"0.84176446782679077296"	"1.91"
"IA007"	"1.11695669769324160259"	"2.16"
"IA007"	"1.36382031566167543505"	"1.46"
"IA007"	"4.99797652772157019689"	"0.96"
"IA007"	"8.03723188992310810387"	"1.22"
"IA007"	"14.91703763658437880721"	"2.28"
"IA007"	"22.62242007284500206635"	"2.05"
"IA007"	"25.76284904896802914338"	"1.84"
"IA007"	"26.69364629704573060121"	"1.99"
"IA007"	"27.14690408741400242222"	"1.17"
"IA007"	"37.47875354107648710847"	"1.49"
"IA007"	"40.09712666936462983104"	"2.48"
"IA007"	"40.41278834479967615044"	"1.79"
"IA007"	"50.72035613112100383867"	"0.91"
"IA007"	"58.53905301497369494675"	"1.14"
"IA007"	"59.48603804127883429871"	"1.03"
"IA007"	"61.15337919870497776196"	"1.90"
"IA007"	"62.05989477944152159256"	"1.11"
"IA007"	"88.83852691218130337248"	"1.94"
"IA007"	"128.56333468231485239408"	"1.08"
"IA007"	"150.58276001618777810684"	"2.25"
"IA007"	"155.37838931606636967934"	"1.67"
"IA007"	"200.36017806556050194215"	"1.52"
"IA007"	"239.59935248887090269335"	"1.65"
"IA007"	"265.78308377175232713938"	"2.17"
"IA007"	"272.76001618777822733515"	"1.55"
"IA007"	"290.02023472278429853189"	"1.60"
"IA007"	"292.35936867664912998497"	"2.33"
"IA007"	"306.15944961554026699526"	"1.64"
"IA007"	"307.05787130716309159703"	"1.41"
"IA007"	"333.65439093484419280902"	"2.02"
"IA007"	"495.09915014164305944664"	"1.37"
"IA007"	"610.29947389720760886705"	"1.87"
"IA007"	"661.27478753541076510750"	"2.13"
"IA007"	"918.06151355726426540606"	"1.34"
"IA007"	"938.72116552003237455483"	"2.10"
"IA007"	"2484.19263456090651450529"	"1.26"
"IA007"	"3475.93686766491299038073"	"1.75"
"IA007"	"5575.83974099554836003751"	"1.72"
"IA007"	"15375.35006070416835185401"	""
"IA009"	"0.00404694455685957102"	"3.07"
"IA009"	"0.02428166734115742614"	"2.92"
"IA009"	"0.06475111290975313638"	"2.31"
"IA009"	"0.08498583569405099150"	"2.21"
"IA009"	"0.10117361392148927560"	"2.66"
"IA009"	"0.12140833670578713072"	"2.54"
"IA009"	"0.16997167138810198300"	"2.76"
"IA009"	"0.32375556454876568191"	"2.41"
"IA009"	"0.32780250910562525294"	"2.84"
"IA009"	"0.36422501011736139215"	"2.70"
"IA009"	"1.46499392958316471064"	"2.89"
"IA009"	"3.35491703763658439607"	"2.74"
"IA009"	"4.83205180089032780000"	"2.27"
"IA009"	"6.68959935248887087843"	"2.67"
"IA009"	"39.65600971266693648733"	"2.86"
"IA009"	"39.87049777418049377206"	"1.61"
"IA009"	"72.05180089032780253824"	"2.39"
"IA009"	"108.33265884257385666218"	"3.02"
"IA009"	"127.45042492917847003752"	"2.37"
"IA009"	"144.52448401456900047534"	"1.72"
"IA009"	"163.98219344394981758032"	"3.05"
"IA009"	"170.65155807365439073844"	"1.43"
"IA009"	"187.04977741804937282256"	"2.19"
"IA009"	"252.21772561715904519263"	"2.08"
"IA009"	"271.25859975718332677390"	"2.50"
"IA009"	"301.31525698097936076065"	"1.67"
"IA009"	"323.77579927154997952326"	"2.97"
"IA009"	"384.37879401052205559731"	"1.77"
"IA009"	"459.96762444354512343062"	"2.26"
"IA009"	"479.05706191825172029526"	"1.85"
"IA009"	"572.31889923108053456505"	"1.90"
"IA009"	"810.33184945366248496198"	"2.63"
"IA009"	"847.81464993929583121092"	"3.15"
"IA009"	"1759.55483609874544719025"	"2.91"
"IA009"	"2046.53986240388506674567"	"1.98"
"IA009"	"2109.68029138000809403858"	"2.45"
"IA009"	"7144.05503844597329168323"	"2.73"
"IA009"	"9428.28814245244840165459"	"2.60"
"IA009"	"10648.57142857142857320456"	"2.81"
"IA009"	"53763.50870093079724403041"	""
"IA011"	"0.00000000000000000000"	"2.75"
"IA011"	"0.00000000000000000000"	"3.69"
"IA011"	"0.00000000000000000000"	"3.93"
"IA011"	"0.00404694455685957102"	"0.47"
"IA011"	"0.00404694455685957102"	"2.60"
"IA011"	"0.00809388911371914205"	"2.66"
"IA011"	"0.00809388911371914205"	"3.50"
"IA011"	"0.01618777822743828410"	"1.77"
"IA011"	"0.01618777822743828410"	"3.47"
"IA011"	"0.02832861189801699717"	"3.44"
"IA011"	"0.04451639012545528126"	"3.17"
"IA011"	"0.05261027923917442331"	"1.71"
"IA011"	"0.08498583569405099150"	"1.83"
"IA011"	"0.09307972480777013355"	"3.08"
"IA011"	"0.20639417239983812221"	"1.89"
"IA011"	"0.24686361796843383246"	"4.08"
"IA011"	"0.93889113719142047755"	"3.38"
"IA011"	"7.81060299473897207163"	"1.05"
"IA011"	"14.57304734925131519155"	"2.01"
"IA011"	"14.79967624443545122893"	"2.56"
"IA011"	"14.92513152569809788102"	"1.25"
"IA011"	"16.81910157830837719425"	"1.57"
"IA011"	"22.82072035613112090266"	"1.15"
"IA011"	"29.96357749898826402075"	"2.17"
"IA011"	"38.03318494536624853746"	"2.30"
"IA011"	"38.11817078106029942647"	"1.76"
"IA011"	"70.16997167138810195906"	"1.66"
"IA011"	"74.77134763253743402348"	"2.46"
"IA011"	"101.38405503844597327628"	"2.11"
"IA011"	"118.03723188992310835122"	"2.20"
"IA011"	"135.01821125050586815077"	"2.36"
"IA011"	"155.96924322136786699679"	"2.62"
"IA011"	"158.40145690004046942095"	"2.52"
"IA011"	"164.42735734520437059155"	"3.19"
"IA011"	"173.92148927559692450175"	"1.72"
"IA011"	"229.65600971266693679305"	"3.48"
"IA011"	"239.12181303116147323912"	"1.82"
"IA011"	"277.93201133144475944321"	"2.65"
"IA011"	"313.60582760016187788864"	"2.72"
"IA011"	"322.63051396195872117345"	"2.08"
"IA011"	"380.62727640631323373989"	"2.87"
"IA011"	"459.45366248482395828833"	"3.13"
"IA011"	"462.83690813435855928508"	"2.81"
"IA011"	"480.87009307972480784074"	"2.27"
"IA011"	"518.49453662484824025639"	"2.91"
"IA011"	"779.25131525698097919672"	"2.97"
"IA011"	"792.53743423715095087376"	"2.78"
"IA011"	"1067.19951436665317677500"	"3.32"
"IA011"	"2078.34479967624443566511"	"3.51"
"IA011"	"3280.19020639417239987385"	"3.00"
"IA011"	"3923.96195872116551939691"	"3.16"
"IA011"	"4625.39862403885066639588"	"3.07"
"IA011"	"6428.92351274787535483459"	"3.42"
"IA011"	"7959.18251719951436655348"	"3.26"
"IA011"	"10541.17361392148927590509"	"3.23"
"IA011"	"13022.10845811412383523204"	"3.35"
"IA011"	"82949.22703358963981965634"	""
"IA013"	"0.00404694455685957102"	"3.33"
"IA013"	"0.01214083367057871307"	"3.72"
"IA013"	"0.02023472278429785512"	"1.81"
"IA013"	"0.02428166734115742614"	"1.72"
"IA013"	"0.02428166734115742614"	"1.82"
"IA013"	"0.03237555645487656819"	"2.78"
"IA013"	"0.03642250101173613921"	"1.87"
"IA013"	"0.05665722379603399433"	"3.39"
"IA013"	"0.08903278025091056253"	"2.70"
"IA013"	"0.09307972480777013355"	"2.67"
"IA013"	"0.10522055847834884662"	"3.14"
"IA013"	"0.10926750303520841765"	"3.35"
"IA013"	"0.20639417239983812222"	"3.16"
"IA013"	"0.84581141238365034399"	"3.44"
"IA013"	"1.6471064346418454"	"3.15"
"IA013"	"3.60582760016187775293"	"3.69"
"IA013"	"3.72723593686766490000"	"4.00"
"IA013"	"5.01821125050586809433"	"3.86"
"IA013"	"13.93363010926750306434"	"1.56"
"IA013"	"15.51193848644273572226"	"2.87"
"IA013"	"15.65358154593282071109"	"3.90"
"IA013"	"21.85350060704168350785"	"2.36"
"IA013"	"30.69202751922298659584"	"2.66"
"IA013"	"36.36179684338324566395"	"1.32"
"IA013"	"44.46377984621610686810"	"1.20"
"IA013"	"56.55605018211250492351"	"1.65"
"IA013"	"63.09591258599757205491"	"2.42"
"IA013"	"67.90772966410360170171"	"1.11"
"IA013"	"88.86280857952246039855"	"2.21"
"IA013"	"103.96600566572237962306"	"2.72"
"IA013"	"138.40550384459732879137"	"2.01"
"IA013"	"142.76001618777822745956"	"2.30"
"IA013"	"189.72076082557668954825"	"2.45"
"IA013"	"192.26628895184135977826"	"2.27"
"IA013"	"212.60218535006070447044"	"2.60"
"IA013"	"236.39417239983812288870"	"3.11"
"IA013"	"307.56778632132739782218"	"2.57"
"IA013"	"354.50020234722784282452"	"1.26"
"IA013"	"427.18332658842573899626"	"1.71"
"IA013"	"469.55483609874544716120"	"1.77"
"IA013"	"609.38486442735734473991"	"2.75"
"IA013"	"637.51517604208822263999"	"3.08"
"IA013"	"700.95912585997571879128"	"3.02"
"IA013"	"921.62687171185754730499"	"3.47"
"IA013"	"976.46297045730473490527"	"3.17"
"IA013"	"981.08053419668150528477"	"1.83"
"IA013"	"1084.28571428571428586167"	"2.51"
"IA013"	"1175.30554431404289778056"	"2.99"
"IA013"	"1886.61675435046539785835"	"2.81"
"IA013"	"2687.94819910967219714685"	"3.41"
"IA013"	"2954.00242816673411740553"	"3.23"
"IA013"	"3306.47511129097531348568"	"3.32"
"IA013"	"3463.94172399838122179498"	"3.38"
"IA013"	"13263.95791177660866025955"	"3.26"
"IA013"	"64200.82152974504249117091"	""
"IA015"	"0.00000000000000000000"	"2.32"
"IA015"	"0.00000000000000000000"	"2.78"
"IA015"	"0.01214083367057871307"	"2.91"
"IA015"	"0.02428166734115742614"	"2.67"
"IA015"	"0.04046944556859571024"	"2.21"
"IA015"	"0.04046944556859571024"	"2.34"
"IA015"	"0.04856333468231485229"	"2.62"
"IA015"	"0.05261027923917442331"	"2.06"
"IA015"	"0.05261027923917442331"	"2.81"
"IA015"	"0.10522055847834884662"	"2.65"
"IA015"	"0.10926750303520841765"	"3.11"
"IA015"	"0.11331444759206798867"	"2.72"
"IA015"	"0.14569000404694455685"	"2.60"
"IA015"	"0.18211250505868069607"	"3.27"
"IA015"	"0.20234722784297855119"	"3.33"
"IA015"	"1.28692836908134358558"	"2.70"
"IA015"	"4.16025900445163905094"	"2.64"
"IA015"	"10.12140833670578720539"	"2.15"
"IA015"	"16.09065155807365438688"	"2.37"
"IA015"	"21.17361392148927561987"	"1.60"
"IA015"	"31.43261837312828810750"	"1.01"
"IA015"	"32.73168757588021032603"	"1.66"
"IA015"	"36.42654795629299872679"	"1.75"
"IA015"	"75.84783488466208005237"	"2.31"
"IA015"	"76.90408741400242811013"	"1.97"
"IA015"	"78.08174828004856326998"	"3.44"
"IA015"	"95.62929987859166327222"	"2.24"
"IA015"	"110.24686361796843377314"	"1.84"
"IA015"	"134.05908539053014999338"	"2.40"
"IA015"	"136.38203156616754355702"	"1.81"
"IA015"	"138.94779441521651149052"	"2.95"
"IA015"	"189.48199109672197514188"	"2.80"
"IA015"	"208.89518413597733729932"	"2.92"
"IA015"	"225.90853905301497360136"	"3.07"
"IA015"	"374.64993929583164683853"	"2.77"
"IA015"	"395.97329016592472686429"	"1.69"
"IA015"	"600.23876972885471523927"	"3.04"
"IA015"	"602.90165924726831272933"	"3.20"
"IA015"	"611.28692836908134335270"	"2.61"
"IA015"	"793.88911371914204707217"	"2.86"
"IA015"	"1003.80817482800485610666"	"2.55"
"IA015"	"1235.85997571833265917217"	"3.32"
"IA015"	"2034.20882233913395464251"	"3.01"
"IA015"	"2746.85552407932011341714"	"3.26"
"IA015"	"4517.24403075677863171965"	"3.35"
"IA015"	"9483.89720760825576548570"	"3.10"
"IA015"	"11207.34925131525698109710"	"3.17"
"IA015"	"72142.77215702144880484708"	""
"IA017"	"0.00000000000000000000"	"1.61"
"IA017"	"0.01214083367057871307"	"2.72"
"IA017"	"0.01214083367057871307"	"2.91"
"IA017"	"0.01214083367057871307"	"3.26"
"IA017"	"0.01618777822743828410"	"2.86"
"IA017"	"0.05261027923917442331"	"2.14"
"IA017"	"0.06070416835289356536"	"2.58"
"IA017"	"0.06475111290975313638"	"2.43"
"IA017"	"0.06475111290975313638"	"2.53"
"IA017"	"0.06475111290975313638"	"2.99"
"IA017"	"0.08093889113719142048"	"2.74"
"IA017"	"0.12950222581950627276"	"1.67"
"IA017"	"0.31566167543504653986"	"1.08"
"IA017"	"0.33589639821934439498"	"1.13"
"IA017"	"0.45730473492513152570"	"2.19"
"IA017"	"0.84581141238365034399"	"3.22"
"IA017"	"1.3719142047753946"	"2.37"
"IA017"	"2.0113314447592068"	"2.66"
"IA017"	"2.7762039660056657"	"1.23"
"IA017"	"3.34682314852286523674"	"2.23"
"IA017"	"3.5896398219344395"	"3.16"
"IA017"	"3.84864427357345201542"	"1.54"
"IA017"	"9.57911776608660463019"	"2.76"
"IA017"	"10.59894779441521645399"	"1.16"
"IA017"	"17.10238769728854706790"	"1.76"
"IA017"	"17.52731687575880212084"	"1.22"
"IA017"	"22.35532173209227026810"	"1.29"
"IA017"	"26.96883852691218136033"	"2.45"
"IA017"	"32.55362201537838932610"	"3.08"
"IA017"	"34.33832456495346013192"	"2.20"
"IA017"	"63.30230675839740993540"	"2.51"
"IA017"	"69.89477944152165121721"	"2.89"
"IA017"	"113.84055038445973289420"	"3.67"
"IA017"	"114.20072845002023472241"	"2.36"
"IA017"	"206.57223796033994310881"	"3.23"
"IA017"	"213.26993120194253338953"	"3.58"
"IA017"	"214.80372318899231076310"	"1.82"
"IA017"	"333.89316066369890733003"	"2.83"
"IA017"	"352.40793201133144492186"	"2.70"
"IA017"	"402.46863617968433841911"	"3.61"
"IA017"	"460.84985835694050963958"	"2.67"
"IA017"	"544.09550789154188567229"	"1.92"
"IA017"	"615.39457709429380796463"	"2.92"
"IA017"	"734.65803318494536618047"	"2.39"
"IA017"	"773.14447592067988691287"	"2.98"
"IA017"	"1131.05220558478348794914"	"3.14"
"IA017"	"3466.28490489680291316908"	"3.36"
"IA017"	"4297.04168352893565308070"	"3.52"
"IA017"	"4585.13152569809793567241"	"3.42"
"IA017"	"6516.09469850263051240638"	"3.45"
"IA017"	"54777.62849048968029301922"	""
"IA019"	"0.00000000000000000000"	"1.83"
"IA019"	"0.00000000000000000000"	"3.23"
"IA019"	"0.00404694455685957102"	"3.19"
"IA019"	"0.01618777822743828410"	"2.99"
"IA019"	"0.02023472278429785512"	"3.78"
"IA019"	"0.02428166734115742614"	"1.05"
"IA019"	"0.02428166734115742614"	"2.11"
"IA019"	"0.06879805746661270741"	"1.72"
"IA019"	"0.08498583569405099150"	"2.27"
"IA019"	"0.08498583569405099150"	"3.44"
"IA019"	"0.09307972480777013355"	"1.23"
"IA019"	"0.12950222581950627276"	"3.26"
"IA019"	"0.22662889518413597733"	"3.32"
"IA019"	"0.25091056252529340347"	"3.50"
"IA019"	"0.31566167543504653986"	"3.71"
"IA019"	"8.71711857547551601324"	"2.28"
"IA019"	"21.24241197895588839388"	"2.60"
"IA019"	"23.03116147308781868980"	"1.27"
"IA019"	"24.07122622420072845076"	"1.74"
"IA019"	"24.97774180493727244129"	"1.68"
"IA019"	"31.96276811007689200842"	"2.69"
"IA019"	"36.31323350870093077843"	"3.29"
"IA019"	"43.74747065965196268115"	"1.36"
"IA019"	"47.99676244435451236746"	"3.64"
"IA019"	"56.15944961554026713459"	"1.33"
"IA019"	"61.72804532577903679972"	"1.20"
"IA019"	"65.74666127074059074380"	"3.14"
"IA019"	"66.53986240388506693307"	"2.44"
"IA019"	"72.01133144475920680124"	"3.55"
"IA019"	"73.60178065560501820480"	"2.22"
"IA019"	"94.03075677863213275892"	"3.61"
"IA019"	"95.38648320518008911393"	"2.98"
"IA019"	"141.51355726426547963955"	"2.06"
"IA019"	"150.12140833670578702175"	"1.17"
"IA019"	"158.68474301902063921365"	"2.82"
"IA019"	"183.79198704977741810308"	"2.53"
"IA019"	"218.48644273573452040069"	"2.12"
"IA019"	"286.87575880210441096026"	"1.87"
"IA019"	"367.20760825576689597143"	"2.38"
"IA019"	"380.43707001214083379229"	"1.81"
"IA019"	"384.42331040064751121304"	"3.17"
"IA019"	"713.55726426547956332680"	"2.85"
"IA019"	"1325.90044516390125443741"	"3.33"
"IA019"	"1370.81748280048563391716"	"1.90"
"IA019"	"1409.62363415621206065550"	"2.66"
"IA019"	"1862.25010117361392176863"	"3.39"
"IA019"	"2314.75920679886685623393"	"2.91"
"IA019"	"3058.61594496155402607460"	"3.48"
"IA019"	"16896.18373128288142417546"	"3.45"
"IA019"	"84617.46661270740590478985"	""
"IA021"	"0.00000000000000000000"	"2.97"
"IA021"	"0.00000000000000000000"	"3.55"
"IA021"	"0.00404694455685957102"	"2.90"
"IA021"	"0.00404694455685957102"	"3.24"
"IA021"	"0.00404694455685957102"	"3.48"
"IA021"	"0.00404694455685957102"	"3.77"
"IA021"	"0.01214083367057871307"	"3.03"
"IA021"	"0.01214083367057871307"	"3.44"
"IA021"	"0.02428166734115742614"	"3.09"
"IA021"	"0.03642250101173613921"	"1.67"
"IA021"	"0.07284500202347227843"	"2.66"
"IA021"	"0.10926750303520841765"	"3.02"
"IA021"	"0.19425333872925940915"	"2.93"
"IA021"	"0.31566167543504653987"	"3.64"
"IA021"	"1.09672197490894374747"	"3.47"
"IA021"	"1.14123836503439902874"	"3.54"
"IA021"	"2.41197895588830428932"	"3.37"
"IA021"	"12.51719951436665306227"	"2.16"
"IA021"	"15.50789154188587616815"	"3.61"
"IA021"	"18.01295022258195075342"	"0.95"
"IA021"	"25.67381626871711851543"	"2.01"
"IA021"	"39.13395386483205181243"	"0.98"
"IA021"	"39.17037636584378793335"	"1.47"
"IA021"	"47.05787130716309186475"	"2.82"
"IA021"	"81.29502225819506278870"	"3.14"
"IA021"	"95.90044516390125446098"	"2.45"
"IA021"	"109.89477944152165100315"	"3.34"
"IA021"	"144.94941319303925520660"	"2.07"
"IA021"	"178.51477134763253739830"	"1.55"
"IA021"	"207.20356131121003694038"	"2.48"
"IA021"	"221.08053419668150580104"	"2.53"
"IA021"	"260.12950222581950638798"	"1.64"
"IA021"	"317.64467826790772992661"	"2.30"
"IA021"	"373.49251315256980976600"	"2.39"
"IA021"	"431.69566976932416014465"	"3.11"
"IA021"	"512.76811007689194703819"	"2.24"
"IA021"	"626.16754350465398605947"	"2.73"
"IA021"	"878.90732496964791596586"	"2.62"
"IA021"	"968.75354107648725245155"	"2.59"
"IA021"	"1013.14852286523674622482"	"2.68"
"IA021"	"1218.91946580331849458556"	"2.36"
"IA021"	"1699.98785916632942111253"	"2.76"
"IA021"	"4320.36017806556050146303"	"2.91"
"IA021"	"5665.85997571833265891903"	"2.99"
"IA021"	"7595.92877377579927108163"	"2.88"
"IA021"	"9164.61756373937677129465"	"3.05"
"IA021"	"14054.28166734115742557486"	"2.96"
"IA021"	"76263.31444759206799729489"	""
"IA023"	"0.00000000000000000000"	"2.46"
"IA023"	"0.01214083367057871307"	"2.51"
"IA023"	"0.07284500202347227843"	"2.96"
"IA023"	"9.62768110076891944310"	"1.02"
"IA023"	"53.50060704168352880227"	"1.05"
"IA023"	"79.20679886685552406451"	"1.51"
"IA023"	"85.81545932820720379889"	"2.21"
"IA023"	"92.69526507486847409967"	"2.39"
"IA023"	"96.33751517604208829002"	"2.34"
"IA023"	"118.17078106029947414421"	"1.94"
"IA023"	"130.60704168352893581141"	"2.69"
"IA023"	"137.89963577498988272974"	"1.83"
"IA023"	"160.22662889518413559530"	"2.42"
"IA023"	"174.09146094698502620805"	"1.96"
"IA023"	"194.98583569405099141325"	"1.88"
"IA023"	"271.20598947794415221574"	"2.26"
