"round_corn_yield13"	"corn_yield13_ha"
"0.22"	"0.00000000000000000000"
"0.30"	"0.07284500202347227843"
"1.23"	"53.85269121813031153347"
"1.30"	"11.34358559287737758176"
"1.31"	"10.12140833670578712021"
"1.41"	"4.87656819101578308378"
"1.47"	"2.54957507082152971024"
"1.51"	"0.04451639012545528126"
"1.54"	"0.01618777822743828410"
"1.55"	"6.62484823957911773088"
"1.57"	"24.21691622824767319239"
"1.58"	"0.01618777822743828410"
"1.59"	"62.73978146499392964713"
"1.60"	"8.67260218535006070418"
"1.62"	"0.48563334682314852287"
"1.63"	"66.45082962363415622596"
"1.65"	"1.08458114123836503439"
"1.67"	"47.35734520437070002239"
"1.69"	"74.48401456900040466699"
"1.72"	"0.93889113719142047752"
"1.79"	"74.84014569000404695154"
"1.80"	"0.09307972480777013355"
"1.82"	"19.52246054229057062686"
"1.83"	"14.39498178874949410995"
"1.86"	"32.62646701740186160085"
"1.90"	"0.27923917442331040066"
"1.93"	"0.04046944556859571024"
"2.00"	"0.98745447187373532983"
"2.33"	"16.31323350870093090774"
"2.53"	"15.83974099554836098037"
"2.59"	"10.2387697288547147"
"2.68"	"44.66612707405908548004"
"2.69"	"103.60582760016187754520"
"2.84"	"2.46458923512747876839"
"2.86"	"46.13921489275596920901"
"2.94"	"253.33872925940914587806"
"3.04"	"94.21691622824767296589"
"3.05"	"27.36948603804127884854"
"3.09"	"44.36665317685147712042"
"3.18"	"96.93241602590044515810"
"3.19"	"42.93808174828004851568"
"3.22"	"32.63456090651558086384"
"3.28"	"87.19951436665317705901"
"3.33"	"16.59651962768110082442"
"3.34"	"56.07041683528935656490"
"3.39"	"30.08093889113719152189"
"3.43"	"64.67826790772966413168"
"3.46"	"82.68717118575475512029"
"3.55"	"19.52246054229057063811"
"3.58"	"48.11007689194658020268"
"3.60"	"114.64184540671792787793"
"3.67"	"128.33670578713071612794"
"3.68"	"55.20841764467826763929"
"3.69"	"83.34277620396600556522"
"3.70"	"20.58276001618777827079"
"3.71"	"62.42007284500202356385"
"3.73"	"53.34277620396600567490"
"3.74"	"2.88547146904087417818"
"3.75"	"0.01214083367057871307"
"3.76"	"148.66046135167948222426"
"3.77"	"33.92958316471064361036"
"3.79"	"72.07203561311210030473"
"3.80"	"35.68191015783083760662"
"3.81"	"195.22865236746256587162"
"3.85"	"11.15742614326183720126"
"3.86"	"131.87778227438284084687"
"3.87"	"20.36827195467422101020"
"3.88"	"1.18575475515985430999"
"3.89"	"66.89194658033184952816"
"3.90"	"1.19789558883043302307"
"3.91"	"3.56131121003642253416"
"3.93"	"5.02630513961958716619"
"3.94"	"37.28450020234722793945"
"3.95"	"113.33468231485228637886"
