"round_soy_yield12"	"soy_yield12_ha"
"0.05"	"0.00000000000000000000"
"0.08"	"0.07284500202347227843"
"0.35"	"0.04451639012545528126"
"0.38"	"3.39538648320518007581"
"0.40"	"13.57345204370700121592"
"0.41"	"3.11614730878186968840"
"0.42"	"2.54957507082152971024"
"0.44"	"0.04451639012545528126"
"0.45"	"48.42573856738162695989"
"0.46"	"4.05908539053014973695"
"0.47"	"48.18696883852691226485"
"0.49"	"40.91056252529340337271"
"0.50"	"0.99150141643059490085"
"0.51"	"62.13273978146499406585"
"0.52"	"36.52772157021448797660"
"0.53"	"0.12140833670578713072"
"0.54"	"17.42614326183731279692"
"0.56"	"5.59287737757992710129"
"0.57"	"0.59490084985835694051"
"0.80"	"16.26062322946175641914"
"0.83"	"0.44111695669769324160"
"0.88"	"11.44880615135572646853"
"0.90"	"4.62565762849048971566"
"0.91"	"166.15135572642654819499"
"0.94"	"136.84743019020639425571"
"0.95"	"18.01295022258195075342"
"0.96"	"4.99797652772157019689"
"0.97"	"39.05301497369486034638"
"0.98"	"39.13395386483205181243"
"0.99"	"64.60946985026305143809"
"1.00"	"257.29259409146094712858"
"1.01"	"31.43261837312828810750"
"1.02"	"117.60420882233913390423"
"1.03"	"183.47632537434237139651"
"1.05"	"107.85916632942128683267"
"1.06"	"64.06313233508700939705"
"1.08"	"179.24322136786726032153"
"1.09"	"79.45770942938081747045"
"1.11"	"310.34399028733306374844"
"1.12"	"32.73978146499392955094"
"1.13"	"54.37879401052205590257"
"1.14"	"58.62808579522460550927"
"1.15"	"195.17604208822339127103"
"1.16"	"147.26831242411978919792"
"1.17"	"935.64144071226224221745"
"1.18"	"16.00566572237960345960"
"1.19"	"4.09550789154188588689"
"1.20"	"106.19182517199514366782"
"1.21"	"81.38000809388911367504"
"1.22"	"253.26183731282881421694"
"1.23"	"54.35451234318089831889"
"1.24"	"32.52934034803723176523"
"1.25"	"44.62161068393363013485"
"1.26"	"3053.63415621205989341182"
"1.27"	"62.18939700526102797604"
"1.28"	"305.19222986645083019046"
"1.29"	"248.85066774585188200108"
"1.30"	"68.23553217320922713127"
"1.31"	"46.83528935653581546594"
"1.32"	"344.99797652772156999628"
"1.33"	"490.80938891137191364334"
"1.34"	"1423.12424119789558890065"
"1.36"	"279.87859166329421248899"
"1.37"	"706.64912990692027531790"
"1.38"	"259.59125859975718355591"
"1.39"	"439.60339943342776218726"
"1.40"	"721.71185754755159880484"
"1.41"	"670.98745447187373495716"
