"fips"	"soy_yield13_ha"	"round_soy_yield13"
"IA007"	"106.25252934034803719507"	"1.31"
"IA007"	"115.32982598138405513804"	"2.32"
"IA007"	"172.97045730473492494824"	"2.00"
"IA007"	"208.69283690813435858985"	"1.98"
"IA007"	"227.06191825171995123498"	"1.81"
"IA007"	"283.55321732092270316376"	"2.68"
"IA007"	"321.89801699716713875132"	"2.58"
"IA007"	"341.81707810602994703133"	"1.69"
"IA007"	"354.28976123027114548568"	"1.90"
"IA007"	"360.19425333872925899662"	"1.86"
"IA007"	"363.44799676244435435626"	"1.94"
"IA007"	"392.15297450424929213568"	"2.76"
"IA007"	"427.08619991906110913466"	"2.40"
"IA007"	"529.21084581141238375280"	"2.54"
"IA007"	"533.63415621205989479971"	"1.63"
"IA007"	"619.99595305544314041383"	"2.22"
"IA007"	"1021.61473087818696946800"	"1.59"
"IA007"	"1076.22824767300687973507"	"2.50"
"IA007"	"2436.38203156616754324410"	"1.49"
"IA007"	"3632.25819506272763971493"	"2.08"
"IA007"	"5728.31242411978955920811"	"2.04"
"IA007"	"14157.00121408336705619184"	""
"IA009"	"0.00404694455685957102"	"2.78"
"IA009"	"0.00404694455685957102"	"2.86"
"IA009"	"0.00809388911371914205"	"2.26"
"IA009"	"0.01214083367057871307"	"2.08"
"IA009"	"0.01214083367057871307"	"3.01"
"IA009"	"0.01618777822743828410"	"2.77"
"IA009"	"0.02428166734115742614"	"3.14"
"IA009"	"0.02832861189801699717"	"1.46"
"IA009"	"0.04451639012545528126"	"3.71"
"IA009"	"0.05665722379603399434"	"3.06"
"IA009"	"0.06070416835289356536"	"3.49"
"IA009"	"0.08498583569405099150"	"3.34"
"IA009"	"0.21448806151355726426"	"2.59"
"IA009"	"0.29542695265074868474"	"2.67"
"IA009"	"0.30352084176446782679"	"2.72"
"IA009"	"0.44111695669769324160"	"3.22"
"IA009"	"33.87292594091460953695"	"1.91"
"IA009"	"41.31121003642250099401"	"3.36"
"IA009"	"80.40064751112909746776"	"2.81"
"IA009"	"142.92594091460946989881"	"2.00"
"IA009"	"152.36746256576284900748"	"3.51"
"IA009"	"162.61027923917442348866"	"2.75"
"IA009"	"175.85592877377579944965"	"2.54"
"IA009"	"178.59571023876972845739"	"1.66"
"IA009"	"182.44840145690004050857"	"3.57"
"IA009"	"237.03763658437879440112"	"1.94"
"IA009"	"274.42331040064751141395"	"2.45"
"IA009"	"287.84702549575070843900"	"2.94"
"IA009"	"337.87535410764872488003"	"3.48"
"IA009"	"480.60299473897207596600"	"2.66"
"IA009"	"486.17563739376770545505"	"2.06"
"IA009"	"514.76325374342371530390"	"2.18"
"IA009"	"642.32294617563739344264"	"2.21"
"IA009"	"778.63617968433832448878"	"3.69"
"IA009"	"912.78025091056252477973"	"3.09"
"IA009"	"1802.09227033589639860309"	"3.42"
"IA009"	"2206.10279239174423335170"	"2.87"
"IA009"	"2383.86483205180089102346"	"2.33"
"IA009"	"6860.28733306353702947218"	"3.21"
"IA009"	"9548.50667745851881741361"	"3.03"
"IA009"	"11001.71995143666531629187"	"3.30"
"IA009"	"52767.09429380817482879648"	""
"IA011"	"0.00000000000000000000"	"0.47"
"IA011"	"0.00000000000000000000"	"3.27"
"IA011"	"0.00809388911371914205"	"2.36"
"IA011"	"0.01214083367057871307"	"3.12"
"IA011"	"0.01618777822743828409"	"2.83"
"IA011"	"0.05665722379603399433"	"2.71"
"IA011"	"0.07284500202347227843"	"1.90"
"IA011"	"0.12950222581950627276"	"3.68"
"IA011"	"0.13354917037636584379"	"2.67"
"IA011"	"0.14569000404694455686"	"3.46"
"IA011"	"0.18211250505868069607"	"2.61"
"IA011"	"0.18615944961554026710"	"3.57"
"IA011"	"0.22662889518413597734"	"1.52"
"IA011"	"0.48563334682314852287"	"3.55"
"IA011"	"0.91056252529340348038"	"3.24"
"IA011"	"0.93889113719142047754"	"2.92"
"IA011"	"1.12100364225010117362"	"2.89"
"IA011"	"1.24645892351274787535"	"3.40"
"IA011"	"2.62242007284500205229"	"3.60"
"IA011"	"5.87211655200323755483"	"1.03"
"IA011"	"12.69931201942533392197"	"1.22"
"IA011"	"12.97045730473492512136"	"1.54"
"IA011"	"15.01416430594900856029"	"2.51"
"IA011"	"16.47106434641845401331"	"1.97"
"IA011"	"37.02144880615135585018"	"2.13"
"IA011"	"50.82557668959935243692"	"2.29"
"IA011"	"55.57264265479562929150"	"1.72"
"IA011"	"56.86361796843383244117"	"1.13"
"IA011"	"84.98178874949413179963"	"2.41"
"IA011"	"100.31566167543504659338"	"1.63"
"IA011"	"118.87494941319303903959"	"2.07"
"IA011"	"149.43342776203966019519"	"2.57"
"IA011"	"158.27600161877782295554"	"2.16"
"IA011"	"178.36503439902873360500"	"2.32"
"IA011"	"195.85188182921893975255"	"3.13"
"IA011"	"222.68717118575475499331"	"1.69"
"IA011"	"224.77134763253743433498"	"2.04"
"IA011"	"258.85876163496560031272"	"2.48"
"IA011"	"264.77944152165115340702"	"2.66"
"IA011"	"287.32496964791582361278"	"2.63"
"IA011"	"298.51881829218939717708"	"3.42"
"IA011"	"302.62242007284500177792"	"2.82"
"IA011"	"307.39376770538243604783"	"1.79"
"IA011"	"394.80372318899231063844"	"3.07"
"IA011"	"429.40509915014164256232"	"2.76"
"IA011"	"454.09955483609874560996"	"2.85"
"IA011"	"503.82031566167543495311"	"2.23"
"IA011"	"787.70942938081748297887"	"2.91"
"IA011"	"1020.30352084176446769241"	"2.73"
"IA011"	"1098.39740995548361050118"	"3.26"
"IA011"	"2324.55281262646701775697"	"3.45"
"IA011"	"2811.74018615944961530340"	"2.98"
"IA011"	"3840.19020639417239942957"	"3.10"
"IA011"	"4585.55645487656818888510"	"3.01"
"IA011"	"6637.92796438688790166247"	"3.35"
"IA011"	"8719.27559692432213671387"	"3.20"
"IA011"	"10633.75961149332253982342"	"3.17"
"IA011"	"13215.38243626062322820513"	"3.32"
"IA011"	"81602.65884257385673916638"	""
"IA013"	"0.00404694455685957102"	"2.65"
"IA013"	"0.00809388911371914205"	"1.99"
"IA013"	"0.01214083367057871307"	"3.07"
"IA013"	"0.01618777822743828409"	"3.10"
"IA013"	"0.03642250101173613922"	"3.31"
"IA013"	"0.04046944556859571024"	"3.20"
"IA013"	"0.05665722379603399433"	"3.67"
"IA013"	"0.06475111290975313638"	"2.32"
"IA013"	"0.06879805746661270740"	"2.78"
"IA013"	"0.06879805746661270740"	"3.54"
"IA013"	"0.08498583569405099150"	"1.95"
"IA013"	"0.09712666936462970457"	"2.95"
"IA013"	"0.13354917037636584379"	"3.04"
"IA013"	"0.15378389316066369891"	"3.26"
"IA013"	"0.18615944961554026709"	"3.32"
"IA013"	"0.19020639417239983813"	"3.61"
"IA013"	"2.1003642250101174"	"2.79"
"IA013"	"6.34965600971266693028"	"3.48"
"IA013"	"8.85471469040874136551"	"1.65"
"IA013"	"19.29583164710643464151"	"3.05"
"IA013"	"19.80574666127074063986"	"3.42"
"IA013"	"23.10400647511129093800"	"2.51"
"IA013"	"26.83124241197895593004"	"1.27"
"IA013"	"34.72278429785511936880"	"1.75"
"IA013"	"42.45649534601375959008"	"1.17"
"IA013"	"55.22865236746256562658"	"2.83"
"IA013"	"57.72157021448806140772"	"1.40"
"IA013"	"95.62929987859166327363"	"2.44"
"IA013"	"100.28328611898016989208"	"2.35"
"IA013"	"103.25374342371509533162"	"2.54"
"IA013"	"129.79765277215702167028"	"2.89"
"IA013"	"156.79886685552407928975"	"2.13"
"IA013"	"163.03925536220153794056"	"1.33"
"IA013"	"165.30554431404289765539"	"3.30"
"IA013"	"195.62525293403480400104"	"2.38"
"IA013"	"222.29057061918251722561"	"2.60"
"IA013"	"304.91703763658437893937"	"2.76"
"IA013"	"361.95062727640631330320"	"1.81"
"IA013"	"458.27195467422096291455"	"2.73"
"IA013"	"501.04815864022662851127"	"1.87"
"IA013"	"636.96074463779846202337"	"3.24"
"IA013"	"745.60097126669364664986"	"3.68"
"IA013"	"815.45123431808984232434"	"3.21"
"IA013"	"826.09874544718737427071"	"2.92"
"IA013"	"848.16673411574261380146"	"1.90"
"IA013"	"1049.74099554836098767734"	"2.67"
"IA013"	"1052.36746256576284853414"	"3.36"
"IA013"	"1315.25293403480372233196"	"3.17"
"IA013"	"1957.27235936867664901409"	"2.98"
"IA013"	"2783.22541481181707810000"	"3.62"
"IA013"	"2790.31566167543504621668"	"3.40"
"IA013"	"3515.89235127478753526692"	"3.55"
"IA013"	"3733.03925536220153790758"	"3.52"
"IA013"	"14070.15783083771752300695"	"3.46"
"IA013"	"62700.40874140024281591192"	""
"IA015"	"0.00000000000000000000"	"2.47"
"IA015"	"0.00404694455685957102"	"2.72"
"IA015"	"0.02023472278429785512"	"1.54"
"IA015"	"0.04451639012545528126"	"2.30"
"IA015"	"0.06070416835289356535"	"2.18"
"IA015"	"0.13354917037636584379"	"2.48"
"IA015"	"0.16997167138810198301"	"2.60"
"IA015"	"0.24686361796843383245"	"2.53"
"IA015"	"0.29138000809388911372"	"3.03"
"IA015"	"0.30756778632132739782"	"2.79"
"IA015"	"0.32375556454876568191"	"2.83"
"IA015"	"0.33994334277620396600"	"2.73"
"IA015"	"0.37231889923108053419"	"2.45"
"IA015"	"1.78470254957507082150"	"2.52"
"IA015"	"2.74787535410764872522"	"2.49"
"IA015"	"13.35896398219344386990"	"2.17"
"IA015"	"15.37029542695265071695"	"2.43"
"IA015"	"18.04937272359368683957"	"1.98"
"IA015"	"20.56252529340348034467"	"0.93"
"IA015"	"27.13476325374342376844"	"1.47"
"IA015"	"53.17280453257790351321"	"3.19"
"IA015"	"63.54917037636584390174"	"2.20"
"IA015"	"66.15540267098340752154"	"1.53"
"IA015"	"67.39376770538243629363"	"1.61"
"IA015"	"82.04775394577094286698"	"2.12"
"IA015"	"101.26264670174018610547"	"2.06"
"IA015"	"112.32699312019425321478"	"1.81"
"IA015"	"130.74868474301902082222"	"1.69"
"IA015"	"146.62080129502225846099"	"1.67"
"IA015"	"162.86118980169971696299"	"2.68"
"IA015"	"171.27478753541076468184"	"2.71"
"IA015"	"214.32213678672602167111"	"2.82"
"IA015"	"215.63334682314852302283"	"2.57"
"IA015"	"461.67138810198300314830"	"1.55"
"IA015"	"495.03844597329016590236"	"2.94"
"IA015"	"540.31161473087818726855"	"2.54"
"IA015"	"621.65115337919870452863"	"2.40"
"IA015"	"692.38769728854714624826"	"2.80"
"IA015"	"842.17725617159044887101"	"2.63"
"IA015"	"1131.25050586806960771872"	"2.34"
"IA015"	"1518.51881829218939737650"	"3.05"
"IA015"	"2156.06232294617563685939"	"2.77"
"IA015"	"3440.14569000404694474347"	"2.99"
"IA015"	"4524.94131930392553683637"	"3.08"
"IA015"	"10569.64386887899635736421"	"2.85"
"IA015"	"11864.77134763253743488265"	"2.91"
"IA015"	"68828.60785107244030497061"	""
"IA017"	"0.00000000000000000000"	"3.25"
"IA017"	"0.00000000000000000000"	"3.52"
"IA017"	"0.00809388911371914205"	"3.17"
"IA017"	"0.01214083367057871307"	"1.90"
"IA017"	"0.01618777822743828409"	"3.63"
"IA017"	"0.02428166734115742614"	"1.33"
"IA017"	"0.02428166734115742614"	"2.63"
"IA017"	"0.03642250101173613921"	"2.44"
"IA017"	"0.03642250101173613921"	"2.46"
"IA017"	"0.03642250101173613921"	"2.54"
"IA017"	"0.05261027923917442331"	"1.89"
"IA017"	"0.08093889113719142048"	"3.30"
"IA017"	"0.12545528126264670174"	"2.73"
"IA017"	"0.12950222581950627276"	"3.65"
"IA017"	"0.42492917847025495751"	"3.40"
"IA017"	"1.44071226224200728450"	"1.21"
"IA017"	"3.63010926750303520910"	"2.95"
"IA017"	"4.41521651153379197361"	"1.64"
"IA017"	"12.87333063537029533390"	"1.31"
"IA017"	"16.59247268312424122644"	"1.88"
"IA017"	"17.47065965196276800032"	"2.62"
"IA017"	"20.39255362201537834868"	"2.32"
"IA017"	"22.92189397005261025006"	"1.24"
"IA017"	"26.48725212464589239590"	"2.38"
"IA017"	"35.96114933225414817023"	"2.68"
"IA017"	"45.32173209227033591566"	"1.38"
"IA017"	"60.05261027923917446126"	"3.05"
"IA017"	"139.23917442331040052209"	"2.48"
"IA017"	"181.41643059490084971951"	"3.93"
"IA017"	"193.18899231080534173004"	"3.46"
"IA017"	"214.14002428166734096947"	"1.95"
"IA017"	"238.47025495750708237598"	"3.79"
"IA017"	"293.99433427762039643213"	"3.02"
"IA017"	"365.26912181303116146643"	"2.89"
"IA017"	"447.35329825981384154538"	"2.05"
"IA017"	"460.36422501011736149500"	"2.85"
"IA017"	"466.40631323350870095186"	"3.86"
"IA017"	"620.59894779441521690823"	"3.12"
"IA017"	"709.63172804532577925930"	"3.19"
"IA017"	"777.46256576284904949107"	"2.55"
"IA017"	"1211.98704977741805006223"	"3.36"
"IA017"	"3796.58842573856738059634"	"3.59"
"IA017"	"4281.95062727640631367384"	"3.76"
"IA017"	"4775.81950627276406381361"	"3.62"
"IA017"	"7223.05544314042897663972"	"3.69"
"IA017"	"53511.01983002832860649204"	""
"IA019"	"0.00000000000000000000"	"1.81"
"IA019"	"0.02023472278429785512"	"2.92"
"IA019"	"0.02428166734115742614"	"1.77"
"IA019"	"0.02428166734115742614"	"3.13"
"IA019"	"0.03237555645487656819"	"3.10"
"IA019"	"0.03237555645487656819"	"3.42"
"IA019"	"0.03642250101173613922"	"3.17"
"IA019"	"0.04451639012545528125"	"1.90"
"IA019"	"0.06475111290975313638"	"3.20"
"IA019"	"0.09307972480777013355"	"4.32"
"IA019"	"0.20639417239983812222"	"2.76"
"IA019"	"0.38850667745851881829"	"2.73"
"IA019"	"0.44111695669769324161"	"3.46"
"IA019"	"0.53014973694860380413"	"2.67"
"IA019"	"8.85471469040874132566"	"2.38"
"IA019"	"17.21165520032375551705"	"1.82"
"IA019"	"18.83447996762444346418"	"1.29"
"IA019"	"21.84945366248482410877"	"2.71"
"IA019"	"23.67057871307163090083"	"1.32"
"IA019"	"29.68029138000809395897"	"2.81"
"IA019"	"31.80089032780250905664"	"1.79"
"IA019"	"40.55038445973290163228"	"3.84"
"IA019"	"41.09267503035208435245"	"3.44"
"IA019"	"45.94496155402671001313"	"2.55"
"IA019"	"52.82881424524483997247"	"3.28"
"IA019"	"54.79562929987859177427"	"1.39"
"IA019"	"57.50708215297450424852"	"3.71"
"IA019"	"84.29785511938486434483"	"3.11"
"IA019"	"91.45285309591258597092"	"1.46"
"IA019"	"92.09631728045325752291"	"1.22"
"IA019"	"102.57385673816268734197"	"3.77"
"IA019"	"110.21448806151355711022"	"2.32"
"IA019"	"171.80493727235936882154"	"2.94"
"IA019"	"172.20558478348846624391"	"2.15"
"IA019"	"172.82881424524484047729"	"2.22"
"IA019"	"267.20760825576689626588"	"2.48"
"IA019"	"283.32254148118170768461"	"2.65"
"IA019"	"342.83690813435855927314"	"1.89"
"IA019"	"369.50222581950627260143"	"1.95"
"IA019"	"433.45609065155807315948"	"3.31"
"IA019"	"638.81424524484014545898"	"2.98"
"IA019"	"1341.65115337919870549617"	"1.99"
"IA019"	"1368.31242411978955858794"	"3.51"
"IA019"	"1809.34844192634560848099"	"3.54"
"IA019"	"1812.62242007284500182075"	"2.78"
"IA019"	"2626.85957102387697238887"	"3.04"
"IA019"	"2900.32375556454876679239"	"3.67"
"IA019"	"17248.61999190611088626407"	"3.61"
"IA019"	"83802.41197895588830263554"	""
"IA021"	"0.00404694455685957102"	"3.39"
"IA021"	"0.00404694455685957102"	"3.65"
"IA021"	"0.01214083367057871307"	"2.45"
"IA021"	"0.02428166734115742614"	"3.68"
"IA021"	"0.04046944556859571024"	"3.08"
"IA021"	"0.05665722379603399433"	"2.99"
"IA021"	"0.05665722379603399433"	"3.22"
"IA021"	"0.06475111290975313638"	"2.35"
"IA021"	"0.07689194658033184945"	"3.28"
"IA021"	"0.22662889518413597733"	"3.04"
"IA021"	"0.27114528530959125860"	"2.95"
"IA021"	"0.45325779036827195468"	"3.16"
"IA021"	"0.61108862808579522460"	"2.86"
"IA021"	"17.68514771347632527609"	"1.00"
"IA021"	"27.76203966005665719232"	"1.54"
"IA021"	"46.56009712666936443408"	"1.03"
"IA021"	"72.72359368676649139892"	"3.29"
"IA021"	"78.59975718332658864868"	"2.26"
"IA021"	"81.69566976932416019308"	"3.50"
"IA021"	"84.46782679077296646427"	"2.96"
"IA021"	"96.83933630109267510311"	"2.57"
"IA021"	"150.50586806960744644380"	"2.17"
"IA021"	"153.22946175637393761788"	"1.63"
"IA021"	"159.47389720760825582918"	"2.11"
"IA021"	"206.96074463779846224508"	"2.60"
"IA021"	"247.38972076082557676497"	"2.66"
"IA021"	"295.87616349656009725065"	"1.72"
"IA021"	"402.95831647106434608732"	"2.42"
"IA021"	"405.21246458923512727080"	"2.51"
"IA021"	"497.39376770538243639086"	"3.26"
"IA021"	"657.63253743423715082608"	"2.87"
"IA021"	"663.40348037231889953037"	"2.36"
"IA021"	"966.27276406313233588620"	"2.75"
"IA021"	"1089.73694860380412817590"	"2.81"
"IA021"	"1119.89477944152165198939"	"2.72"
"IA021"	"1403.70295426952650860994"	"2.48"
"IA021"	"1856.70983407527316924285"	"2.90"
"IA021"	"4568.34479967624443629044"	"3.05"
"IA021"	"6191.85754755159854243962"	"3.14"
"IA021"	"8642.12464589235127591703"	"3.02"
"IA021"	"11085.48360987454472093357"	"3.20"
"IA021"	"17249.08943747470659762759"	"3.11"
"IA021"	"68085.84378794010522152520"	""
"IA023"	"0.00404694455685957102"	"3.17"
"IA023"	"0.06070416835289356536"	"2.72"
"IA023"	"0.07689194658033184946"	"1.98"
"IA023"	"4.71873735329825980667"	"1.23"
"IA023"	"46.03804127883447986856"	"1.30"
"IA023"	"67.01335491703763668305"	"1.86"
"IA023"	"69.50222581950627281935"	"2.36"
"IA023"	"96.45892351274787539880"	"2.69"
"IA023"	"110.65155807365439077622"	"2.86"
